gene	zcount_L1HFK240241--Normal	zcount_L1HFK240242--G1	zcount_L1HFK240243--G5	zcount_L1HFK240244--G10	zcount_L1HFK240245--G15	zcount_L1HFK240246--G20	zcount_L1HFK240247--G25
cdc42se2	0	0	0	0	0	0	0
cdc42se2_1	5.20314235636346	0.721625981512776	0.775811560151319	1.44063462280718	0	0.846142868494315	0
cdc45	0	0	0	0	0	0	0
cdc5l	0	0	0	0	0	0	0
cdc6	0	0	0	0	0	0	0
cdc6_1	51.8503365874379	127.956195543789	70.7290606460908	54.5272459385085	4.13357660867703	23.1144553959139	37.2117387511135
cdc7	0	0	0	0	0	0	0
cdc73	0	0	0	0	0	0	0
cdca4	0	0	0	0	0	0	0
cdca5	0	0	0	0	0	0	0
cdca7a	0	0	0	0	0	0	0
cdca7b	0	0	0	0	0	0	0
cdca8	0	0	0	0	0	0	0
cdca9	0	0	0	0	0	0	0
cdca9_1	1.46825886599322	0.687262839535977	1.18218904404011	5.0961224752363	0.765516914801745	0.96702042113636	0
cdcp1a	0	0	0	0	0	0	0
cdcp1b	0	0	0	0	0	0	0
cdcp2	0	0	0	0	0	0	0
cdh1	0	0	0	0	0	0	0
cdh10a	0	0	0	0	0	0	0
cdh11	0	0	0	0	0	0	0
cdh12a	0	0	0	0	0	0	0
cdh13	0	0	0	0	0	0	0
cdh13_1	0.105824585973302	0.29720633247952	0.596442959192777	0	0	0.185861023219968	0.389567326486834
cdh15	0	0	0	0	0	0	0
cdh15_1	340.872770817367	116.745350890627	34.2215075552852	12.8759259644998	1.90485896573648	2.78057433840574	3.92277512106468
cdh15_2	228.709919112189	99.871999394716	31.0837188969209	11.5753273822271	1.39689657487342	2.56668400468222	3.69861654271813
cdh16	0	0	0	0	0	0	0
cdh16_1	0	0	0	0	0	0	0
cdh16_2	1.37669585922095	0.234328732004149	1.51154429431696	0.133659300798136	0	0.549524519760146	0.460724458077603
cdh17	0	0	0	0	0	0	0
cdh18a	0	0	0	0	0	0	0
cdh19	0	0	0	0	0	0	0
cdh2	0	0	0	0	0	0	0
cdh2_1	334.579194493728	554.141240983546	636.406708509031	364.957624968126	128.621586795807	166.097786877945	181.873383284382
cdh23	0	0	0	0	0	0	0
cdh26.1	0	0	0	0	0	0	0
cdh27	0	0	0	0	0	0	0
cdh28	0	0	0	0	0	0	0
cdh31	0	0	0	0	0	0	0
cdh4	0	0	0	0	0	0	0
cdh4_1	0.324562486166922	0	0	0	0	0	0
cdh4_2	0	0	0	0	0	0	0
cdh5	0	0	0	0	0	0	0
cdh6	0	0	0	0	0	0	0
cdh7	0	0	0	0	0	0	0
cdh8	0	0	0	0	0	0	0
cdhr1a	0	0	0	0	0	0	0
cdhr2	0	0	0	0	0	0	0
cdhr5-rs	0	0	0	0	0	0	0
cdhr5a	0	0	0	0	0	0	0
cdhr5b	0	0	0	0	0	0	0
cdip1	0	0	0	0	0	0	0
cdipt	0	0	0	0	0	0	0
cdk1	0	0	0	0	0	0	0
cdk1_1	122.566856059949	367.453850191231	128.851687356807	337.839282430695	85.1185369539398	114.605006867198	106.406453754184
cdk10	0	0	0	0	0	0	0
cdk11b	0	0	0	0	0	0	0
cdk12	0	0	0	0	0	0	0
cdk13	0	0	0	0	0	0	0
cdk14	0	0	0	0	0	0	0
cdk15	0	0	0	0	0	0	0
cdk16	0	0	0	0	0	0	0
cdk17	0	0	0	0	0	0	0
cdk17_1	16.0667723175655	34.7101721456431	22.8874506699092	8.29647841081195	0.184106618760232	8.21740830537738	3.57475171663022
cdk19	0	0	0	0	0	0	0
cdk19_1	3.05098469005487	4.52233373721649	3.07067843897973	0	0	0	0.467977241900413
cdk2	0	0	0	0	0	0	0
cdk20	0	0	0	0	0	0	0
cdk21	0	0	0	0	0	0	0
cdk2ap1	0	0	0	0	0	0	0
cdk2ap2	0	0	0	0	0	0	0
cdk2ap2_1	897.320022217554	1724.24684521809	1610.01811912585	1144.91975936289	436.70410155351	1036.6206648385	1344.24122849684
cdk4	0	0	0	0	0	0	0
cdk5	0	0	0	0	0	0	0
cdk5r1a	0	0	0	0	0	0	0
cdk5r1b	0	0	0	0	0	0	0
cdk5r2a	0	0	0	0	0	0	0
cdk5r2b	0	0	0	0	0	0	0
cdk5rap1	0	0	0	0	0	0	0
cdk5rap1_1	44.4952139343641	63.8596631725649	42.2383653698311	28.6593105157004	1.44428306131049	25.8464467844307	29.3179739376998
cdk5rap1_2	50.7539146205407	93.8924591676172	55.3702812368672	42.9184247179797	5.23820001251981	40.1585109721347	43.0429118967545
cdk5rap3	0	0	0	0	0	0	0
cdk5rap3_1	94.7497229412383	141.243519513177	131.521686458298	119.020198493638	144.739906346679	102.63723032118	119.598440062001
cdk6	0	0	0	0	0	0	0
cdk7	0	0	0	0	0	0	0
cdk8	0	0	0	0	0	0	0
cdk8_1	45.995192017051	57.7619032611108	40.546347058434	36.7408344817986	14.5574815286665	27.0367679376589	41.5270036625587
cdk9	0	0	0	0	0	0	0
cdk9_1	446.469582619508	552.392376548172	508.422654175094	355.512867936104	102.275539224525	334.878780333279	440.860545568987
cdkal1	0	0	0	0	0	0	0
cdkl1	0	0	0	0	0	0	0
cdkl5	0	0	0	0	0	0	0
cdkn1a	0	0	0	0	0	0	0
cdkn1ba	0	0	0	0	0	0	0
cdkn1bb	0	0	0	0	0	0	0
cdkn1ca	0	0	0	0	0	0	0
cdkn1cb	0	0	0	0	0	0	0
cdkn1d	67.3077180615309	6.39953583605128	6.3508295156573	1.68472886122302	0	2.77062595079069	1.93575702541132
cdkn2a/b	0	0	0	0	0	0	0
cdkn2aip	0	0	0	0	0	0	0
cdkn2aipnl	0	0	0	0	0	0	0
cdkn2c	0	0	0	0	0	0	0
cdkn2d	0	0	0	0	0	0	0
cdkn3	0	0	0	0	0	0	0
cdnf	0	0	0	0	0	0	0
cdnf_1	0	1.99277467698088	0.428481698493615	0.947219417267126	0.369946458826785	0.155775256124476	0
cdnf_2	0	6.46299678640878	1.1402324391368	2.83572577110868	3.13798008812782	1.08815032775052	1.30330196387297
cdo1	4.92886899973744	35.4717512438432	10.6654711847869	6.25078782751683	7.38817687255527	6.22195518921888	1.70103989290232
cdon	0	0	0	0	0	0	0
cdr2a	0	0	0	0	0	0	0
cdr2l	0	0	0	0	0	0	0
cds1	0	0	0	0	0	0	0
cds1_1	6.82315771422162	23.2214764713122	12.5326407269373	8.19769575808854	0.296453323250969	5.67972513906327	2.74725784882611
cds2	0	0	0	0	0	0	0
cdt1	0	0	0	0	0	0	0
cdv3	0	0	0	0	0	0	0
cdx1a	0	0	0	0	0	0	0
cdx1b	0	0	0	0	0	0	0
cdx4	0	0	0	0	0	0	0
cdyl	0	0	0	0	0	0	0
ceacam1	0	0	0	0	0	0	0
ceacam1_1	0	0.201213835149316	0	0	0	0	0
cebp1	0	0	0	0	0	0	0
cebp1_1	4.8023759015141	5.90072926475933	6.2833870783229	13.1423760280362	0	4.21723596049557	0.828692443400643
cebpa	0	0	0	0	0	0	0
cebpb	0	0	0	0	0	0	0
cebpd	0	0	0	0	0	0	0
cebpg	0	0	0	0	0	0	0
cebpz	0	0	0	0	0	0	0
cecr1a	0	0	0	0	0	0	0
cecr1b	0	0	0	0	0	0	0
cecr2	0	0	0	0	0	0	0
cecr5	0	0	0	0	0	0	0
cecr6	0	0	0	0	0	0	0
cel.1	0	0	0	0	0	0	0
cel.2	0	0	0	0	0	0	0
celf1	0	0	0	0	0	0	0
celf2	0	0	0	0	0	0	0
celf2_1	45.5009503194448	56.2878144101273	11.2150172145078	4.4626288110425	6.53597398715741	5.30041035760437	5.34121869177918
celf3a	0	0	0	0	0	0	0
celf3b	0	0	0	0	0	0	0
celf4	0	0	0	0	0	0	0
celf5a	0	0	0	0	0	0	0
celf5a_1	2.42479212185475	0.567498537740163	1.22022193553737	0.323696787455719	0.632115843857742	0	0.836838660449265
celf5a_2	0.636337332165915	0	0	0.679581060343244	0	0	1.17126011387458
celf5b	0	0	0	0	0	0	0
celsr1a	0	0	0	0	0	0	0
celsr1b	0	0	0	0	0	0	0
celsr2	0	0	0	0	0	0	0
celsr3	0	0	0	0	0	0	0
cemip	0	0	0	0	0	0	0
cenpa	0	0	0	0	0	0	0
cenpe	0	0	0	0	0	0	0
cenpf	0	0	0	0	0	0	0
cenph	0	0	0	0	0	0	0
cenph_1	17.5431619678155	19.5514428488683	0.67262480091937	13.382390584838	0	0	12.3011160728109
cenpi	0	0	0	0	0	0	0
cenpj	0	0	0	0	0	0	0
cenpj_1	22.8051397135576	51.3085257912348	19.6464510196593	22.8515242880886	3.71870917439387	13.4333960217847	12.1781559681816
cenpk	0	0	0	0	0	0	0
cenpl	0	0	0	0	0	0	0
cenpn	0	0	0	0	0	0	0
cenpo	0	0	0	0	0	0	0
cenpo_1	14.223165724444	38.1530639903045	22.0230378365536	44.4007574070712	17.968657517919	29.3038381811451	18.8794851016679
cenpp	0	0	0	0	0	0	0
cenpq	0	0	0	0	0	0	0
cenpv	0	0	0	0	0	0	0
cenpv_1	0	0.153909564646448	0.264746164976505	1.22904359483308	0	0	0
cenpw	0	0	0	0	0	0	0
cep104	0	0	0	0	0	0	0
cep112	0	0	0	0	0	0	0
cep120	0	0	0	0	0	0	0
cep126	0	0	0	0	0	0	0
cep126_1	0.283170776910401	0	0.284998611117997	0.151207140539741	0	0	0
cep128	0	0	0	0	0	0	0
cep131	0	0	0	0	0	0	0
cep131_1	1.2886926546452	0.678612891662453	1.36186156557553	0.774151115285335	0.671895159607517	0.565836693820943	0.370625528790757
cep135	0	0	0	0	0	0	0
cep152	0	0	0	0	0	0	0
cep162	0	0	0	0	0	0	0
cep162_1	8.7163887148103	10.6151395233674	10.0613778499133	7.24927679198079	0.0804341174979318	5.08032106623833	15.6176894419983
cep164	0	0	0	0	0	0	0
cep170aa	0	0	0	0	0	0	0
cep170aa_1	70.0143339448745	92.4519693742961	88.872211569641	92.137469841224	8.0288605692024	33.0095938680286	24.2071984195102
cep170ab	0	0	0	0	0	0	0
cep170ab_1	6.94383571974499	12.1343477146097	2.05000616076381	2.14231900232864	0.241357243838767	1.96483767097133	0.639050815088303
cep170b	0	0	0	0	0	0	0
cep19	0	0	0	0	0	0	0
cep290	0	0	0	0	0	0	0
cep295	0	0	0	0	0	0	0
cep350	0	0	0	0	0	0	0
cep41	0	0	0	0	0	0	0
cep41_1	20.697790767561	19.8931556172928	17.3317186293854	2.94724739758299	2.58992622599321	3.3928332432384	3.80969268121532
cep44	0	0	0	0	0	0	0
cep55l	0	0	0	0	0	0	0
cep57	0	0	0	0	0	0	0
cep57l1	0	0	0	0	0	0	0
cep63	0	0	0	0	0	0	0
cep68	0	0	0	0	0	0	0
cep70	0	0	0	0	0	0	0
cep72	0	0	0	0	0	0	0
cep76	0	0	0	0	0	0	0
cep78	0	0	0	0	0	0	0
cep83	0	0	0	0	0	0	0
cep85	0	0	0	0	0	0	0
cep85l	0	0	0	0	0	0	0
cep89	0	0	0	0	0	0	0
cep97	0	0	0	0	0	0	0
cept1a	0	0	0	0	0	0	0
cept1b	0	0	0	0	0	0	0
cercam	0	0	0	0	0	0	0
cercam_1	133.821308071953	182.3013772072	173.140029707131	127.76147049455	26.5853088554721	61.7972097697617	62.6405047636291
cerk	0	0	0	0	0	0	0
cerkl	0	0	0	0	0	0	0
cers1	0	0	0	0	0	0	0
cers2a	0	0	0	0	0	0	0
cers2b	0	0	0	0	0	0	0
cers3a	0	0	0	0	0	0	0
cers3b	0	0	0	0	0	0	0
cers4a	0	0	0	0	0	0	0
cers4b	0	0	0	0	0	0	0
cers5	0	0	0	0	0	0	0
cers6	0	0	0	0	0	0	0
ces2	0	0	0	0	0	0	0
ces2_1	0	0	0.153246727931125	0	0	0	0
ces3	0	0	0	0	0	0	0
ces3_1	0	0.183322997612945	0	0	0.204196775195385	0	0.360439746359787
cetn2	0	0	0	0	0	0	0
cetn3	0	0	0	0	0	0	0
cetn4	0	0	0	0	0	0	0
cetp	0	0	0	0	0	0	0
cfap100	0	0	0	0	0	0	0
cfap100_1	0.330734079029189	0.619240237670641	0.399442714539148	0.176604926944392	0.172437257259096	0	0
cfap126	0	0	0	0	0	0	0
cfap126_1	0.893722787995871	0.209166951163123	2.87837332461938	2.62475873306485	2.56281749737976	1.76586337772727	4.93503273276799
cfap157	0	0	0	0	0	0	0
cfap157_1	0	0	0	0.224421750410749	0.438251319254531	0	0
cfap161	0	0	0	0	0	0	0
cfap20	0	0	0	0	0	0	0
cfap206	0	0	0	0	0	0	0
cfap36	0	0	0	0	0	0	0
cfap43	0	0	0	0	0	0	0
cfap44	16.2614697692536	8.07769200440915	13.4939591910468	36.8596255743119	38.5851984659318	6.26576245476025	26.1135422110741
cfap45	0	0	0	0	0	0	0
cfap46	0	0	0	0	0	0	0
cfap52	0	0	0	0	0	0	0
cfap52_1	0.316093008429108	0.147956864802247	0	0	0	0	0.290904771992149
cfap52_2	0.473918674491522	0	0	0	0	0	0.145384639193095
cfap53	0	0	0	0	0	0	0
cfap57	0	0	0	0	0	0	0
cfap58	0	0	0	0	0	0	0
cfap61	0	0	0	0	0	0	0
cfap73	0	0	0	0	0	0	0
cfap74	0	0	0	0	0	0	0
cfap77	0	0	0	0	0	0	0
cfap77_1	0	0.292102513215843	1.50737259893246	0.333226039708325	0	1.91802762462741	0.287158068397034
cfap77_2	0	0	0	0	0	1.37001973187672	0.287158068397034
cfap97	0	0	0	0	0	0	0
cfap97_1	78.6286580268206	154.211790146188	191.129892907059	105.114649570966	6.03729804724152	73.9685422132211	137.335085604467
cfap99	0	0	0	0	0	0	0
cfb	0	0	0	0	0	0	0
cfb_1	3.77941830259996	0.917295923672863	2.93034560400531	1.3454190451781	1.60559511391765	3.68768827540238	1.28824110750134
cfd	0	0	0	0	0	0	0
cfd_1	0	1.76006336954335	1.21102292316303	0.803141253132925	0	0	0
cfd_2	0	2.45592046746889	2.41401696506753	0.800478906437457	0	0	0
cfdp1	0	0	0	0	0	0	0
cfdp1_1	88.4446756531721	136.599114570563	118.269152531098	62.415285209009	11.7821891148923	63.2979018912692	66.3366476327415
cfh	0	0	0	0	0	0	0
cfh_1	0	0	0	0	0	0	0
cfhl1	0	0	0	0	0	0	0
cfhl1_1	0	0	0	0	0.659337834896358	0	0
cfhl2	0	0	0	0	0	0	0
cfhl2_1	0	0	0.115420823826401	0.459277310012193	1.0463574397586	0.503537260710058	0.13192765018917
cfhl3	0	0	0	0	0	0	0
cfhl3_1	0.33057290257742	0	2.12932295651668	3.35385838113842	1.20647256455597	0.290294629346978	2.73807737146996
cfhl4	0	0	0	0	0	0	0
cfhl4_1	0	0	0	0	0	0	0.558391449637881
cfhl5	0	0	0	0	0	0	0
cfhl5_1	0	0	0.459740183793374	0	0	0	0.26274479827237
cfi	0	0	0	0	0	0	0
cfl1	0	0	0	0	0	0	0
cfl1l	0	0	0	0	0	0	0
cfl2	0	0	0	0	0	0	0
cflara	0	0	0	0	0	0	0
cfp	0	0	0	0	0	0	0
cftr	0	0	0	0	0	0	0
cftr_1	3.34755116957269	1.85181723385064	1.40892112852963	0.406254716423227	0.396667580348146	0.801728909044412	0.210054387851666
cga	0	0	0	0	0	0	0
cgnb	0	0	0	0	0	0	0
cgnl1	0	0	0	0	0	0	0
cgnl1_1	370.351216479846	557.904527273532	650.787017513358	475.692086122057	386.988351091287	383.881861482071	219.313470823098
cgref1	0	0	0	0	0	0	0
cgrrf1	0	0	0	0	0	0	0
cgrrf1_1	1.0004949794821	0.234155923204735	0.201390611484708	0.801364391953428	0.260817709910329	1.31788623765486	0.460384690778135
cgrrf1_2	34.2417010553333	34.3955552573665	30.9912992282113	27.4932355429504	6.77626321341088	17.1198957976271	25.9925664696212
ch1073-291c23.1	0	0	0	0	0	0	0
ch25h	0	0	0	0	0	0	0
ch25hl1.1	0	0	0	0	0	0	0
ch25hl1.1_1	2.49617514660116	1.16841005286337	1.50737259893246	3.66548643679158	0	0.274003946375344	0.287158068397034
ch25hl1.1_2	2.49617514660116	1.16841005286337	1.50737259893246	3.66548643679158	0	0.274003946375344	0.287158068397034
ch25hl1.2	0	0	0	0	0	0	0
ch25hl1.2_1	0	0.762341973266798	2.29483755607785	0.869667959574908	0	0	1.12415661589763
ch25hl1.2_2	0	0.762341973266798	0.983501809747651	0.869667959574908	0	0	0
ch25hl2	0	0	0	0	0	0	0
chac1	0	0	0	0	0	0	0
chac2	0	0	0	0	0	0	0
chad	0	0	0	0	0	0	0
chadla	0	0	0	0	0	0	0
chadlb	0	0	0	0	0	0	0
chadlb_1	0	0.1183875584883	0	0.135054699911614	0	0	0
chaf1a	0	0	0	0	0	0	0
chaf1a_1	197.025174701242	375.35392367964	275.222489745825	182.298736119569	74.4973747266502	185.790198244766	229.782538171361
chaf1b	0	0	0	0	0	0	0
chata	0	0	0	0	0	0	0
chatb	1.61893937014049	0	1.95526732104962	0	0	0	0
chchd1	0	0	0	0	0	0	0
chchd10	0	0	0	0	0	0	0
chchd10_1	560.96961318786	2394.86712832369	861.300988844122	689.911290332362	357.817422434751	1768.27482556567	1151.99185456723
chchd2	0	0	0	0	0	0	0
chchd2_1	1598.61088811609	2615.26877379983	1772.62942145579	1499.97962238035	431.475953858856	3527.44551779876	958.619141600776
chchd3a	0	0	0	0	0	0	0
chchd3b	0	0	0	0	0	0	0
chchd4a	0	0	0	0	0	0	0
chchd4a_1	132.852163808902	212.426822331149	172.198756978688	140.047349567051	66.9393404224513	192.632816927823	104.889425460926
chchd4b	0	0	0	0	0	0	0
chchd5	0	0	0	0	0	0	0
chchd6a	0	0	0	0	0	0	0
chchd6b	0	0	0	0	0	0	0
chchd7	0	0	0	0	0	0	0
chd	0	0	0	0	0	0	0
chd1	0	0	0	0	0	0	0
chd1l	0	0	0	0	0	0	0
chd2	0	0	0	0	0	0	0
chd3	0	0	0	0	0	0	0
chd3_1	26.902151352355	16.7749065863071	19.9678025219674	5.25617365902843	2.88993959552375	6.1263700053057	12.4011991177819
chd4a	0	0	0	0	0	0	0
chd4b	0	0	0	0	0	0	0
chd4b_1	311.633207988137	335.781104558966	229.516759319949	109.833452533281	27.3332753248768	86.190114213122	158.000313095291
chd5	0	0	0	0	0	0	0
chd6	0	0	0	0	0	0	0
chd7	0	0	0	0	0	0	0
chd8	0	0	0	0	0	0	0
chd8_1	62.0897748630423	129.532763464563	99.334834774088	43.1933772196126	6.01341217362967	45.6115317839729	57.3543719999343
chd9	0	0	0	0	0	0	0
chd9_1	32.2813347019914	48.2577425203895	37.8903138523573	21.2615383979197	3.28812796464954	24.8280131195382	21.396353112385
chdh	0	0	0	0	0	0	0
chek1	0	0	0	0	0	0	0
chek2	0	0	0	0	0	0	0
chek2_1	59.5196971498587	98.5270727293319	72.2650099483568	99.887057969727	8.6693191331977	70.8516198920165	77.9047841313168
cherp	0	0	0	0	0	0	0
ches1	0	0	0	0	0	0	0
chfr	0	0	0	0	0	0	0
chga	0	0	0	0	0	0	0
chgb	0	0	0	0	0	0	0
chia.1	0	0	0	0	0	0	0
chia.2	0	0	0	0	0	0	0
chia.3	0	0	0	0	0	0	0
chia.4	0	0	0	0	0	0	0
chia.5	0	0	0	0	0	0	0
chia.6	0	0	0	0	0	0	0
chic1	0	0	0	0	0	0	0
chic2	0	0	0	0	0	0	0
chico	0	0	0	0	0	0	0
chid1	0	0	0	0	0	0	0
chka	0	0	0	0	0	0	0
chka_1	5.17181759750584	5.61631443983106	2.24864686418973	3.75583042864906	0.43143496753694	0.908332692009757	1.71349032212759
chkb	0	0	0	0	0	0	0
chl1a	0	0	0	0	0	0	0
chl1b	0	0	0	0	0	0	0
chm	0	0	0	0	0	0	0
chm_1	33.8068388650447	41.6835494021318	65.947754792247	17.0247722037691	1.14641431001104	8.93044142566448	18.2124303606365
chmp1a	0	0	0	0	0	0	0
chmp1b	0	0	0	0	0	0	0
chmp1b_1	1813.37697628404	942.562898559393	744.779097745266	455.061041756323	141.419177418638	561.889760491865	538.938969376607
chmp2ba	0	0	0	0	0	0	0
chmp2ba_1	41.4367898063334	34.0024067307075	3.29515136257332	4.37063897632517	0	10.332387124178	3.76640507206728
chmp2ba_2	51.156530625103	23.4664497155587	7.00219664546831	2.18531948816259	0	1.79693689116138	4.23720570607569
chmp2bb	0	0	0	0	0	0	0
chmp3	0	0	0	0	0	0	0
chmp4ba	0	0	0	0	0	0	0
chmp4bb	0	0	0	0	0	0	0
chmp4c	0	0	0	0	0	0	0
chmp4c_1	0	0.572099877235354	0	0	0	0	0.281207946259077
chmp5a	0	0	0	0	0	0	0
chmp5b	0	0	0	0	0	0	0
chmp6a	0	0	0	0	0	0	0
chmp6b	0	0	0	0	0	0	0
chmp7	0	0	0	0	0	0	0
chn1	0	0	0	0	0	0	0
chn2	0	0	0	0	0	0	0
chodl	0	0	0	0	0	0	0
chodl_1	0.825895612121184	0.773170694477974	0.443320891515039	1.47003532939508	0	1.20877552642045	0.506722110953856
chodl_2	0.54180159432018	0.760819724917623	0.218119544068102	1.44655233691273	0	0.713679607931308	0.74794126281368
chordc1a	0	0	0	0	0	0	0
chordc1b	0	0	0	0	0	0	0
chp1	0	0	0	0	0	0	0
chp2	0	0	0	0	0	0	0
chp2_1	33.0147377883677	42.2227967906411	37.6219086786571	23.31288368336	10.1585723353585	18.5359297319521	21.0861086085862
chpf2	0	0	0	0	0	0	0
chpfa	0	0	0	0	0	0	0
chpfb	0	0	0	0	0	0	0
chpt1	0	0	0	0	0	0	0
chrac1	0	0	0	0	0	0	0
chrdl2	0	0	0	0	0	0	0
chrm1a	0	0	0	0	0	0	0
chrm1b	0	0	0	0	0	0	0
chrm2a	0	0	0	0	0	0	0
chrm2b	0	0	0	0	0	0	0
chrm2b_1	0.438201289463091	0.273484437438089	0	0	0	0	0
chrm3a	0	0	0	0	0	0	0
chrm3a_1	0.157167654330136	0.0735670602098288	0	0	0	0	0.144643568279692
chrm3b	0	0	0	0	0	0	0
chrm4a	0	0	0	0	0	0	0
chrm5a	0	0	0	0	0	0	0
chrm5b	0	0	0	0	0	0	0
chrna1	0	0	0	0	0	0	0
chrna10a	0	0	0	0	0	0	0
chrna2a	0	0	0	0	0	0	0
chrna2b	0	0	0	0	0	0	0
chrna3	0	0	0	0	0	0	0
chrna4b	0	0	0	0	0	0	0
chrna5	0	0	0	0	0	0	0
chrna6	0	0	0	0	0	0	0
chrna6_1	0	0.983527408979724	0.704919125382716	0.37399763052447	0	0	0
chrna7	0	0	0	0	0	0	0
chrna9	0	0	0	0	0	0	0
chrna9_1	0.401619654285889	0.375980381131582	0.646739299403823	0.536140771407562	0.418790781099356	0.264513578783303	0.462020160372373
chrnb1	0	0	0	0	0	0	0
chrnb1_1	0	0	0.738568408852642	0	0	0	0
chrnb1_2	2.06390140797829	1.71746007770451	10.1553156217238	9.0615402914328	4.78253975170258	10.2704237831034	15.8286420054552
chrnb1l	0	0	0	0	0	0	0
chrnb1l_1	0.464295411422906	0.43465493752994	0.747667814300518	8.42940997641359	3.38902354889643	1.6308954946475	3.84567745808101
chrnb1l_2	1.16073852855726	0.65198240629491	2.05608648932642	14.8754293701417	6.53597398715741	4.68882454711156	10.6824373835584
chrnb2a	0	0	0	0	0	0	0
chrnb2a_1	0.973221802136106	0.455545813293574	3.91801533964511	0.909439360165224	0	0.213660179131994	0
chrnb2b	0	0	0	0	0	0	0
chrnb2l	0	0	0	0	0	0	0
chrnb3a	0	0	0	0	0	0	0
chrnb3a_1	0	0.598521077974781	6.43462933961509	1.87765492780039	0.166667678905941	2.38610693924127	3.67743662049453
chrnb3b	0	0	0	0	0	0	0
chrnb4	0	0	0	0	0	0	0
chrnd	0	0	0	0	0	0	0
chrne	0	0	0	0	0	0	0
chrne_1	0	0	0.105275894052916	0.139636355112933	0	0	0
chrng	0	0	0	0	0	0	0
chs1	0	0	0	0	0	0	0
chst1	0	0	0	0	0	0	0
chst1_1	1.60616163241247	0.250604129333561	0.64661168707166	2.85885323727663	0.139569382256672	1.17538393729281	0.246362131292483
chst10	0	0	0	0	0	0	0
chst11	0	0	0	0	0	0	0
chst12a	0	0	0	0	0	0	0
chst12b	0	0	0	0	0	0	0
chst14	0	0	0	0	0	0	0
chst15	0	0	0	0	0	0	0
chst15_1	24.7282738405381	106.366451273479	42.9643608446041	74.0834627213552	2.03569924005222	31.0871461247581	8.74377585777936
chst2a	0	0	0	0	0	0	0
chst2b	0	0	0	0	0	0	0
chst3a	0	0	0	0	0	0	0
chst3b	0	0	0	0	0	0	0
chst7	0	0	0	0	0	0	0
chst8	0	1.19559334215134	1.4689923032451	0.779379677596448	0	0.160216401135019	0.335815836845159
chsy1	0	0	0	0	0	0	0
chsy3	0	0	0	0	0	0	0
chtf18	0	0	0	0	0	0	0
chtf18_1	45.901618998271	148.678641369098	101.910260561717	78.6354630905008	8.32419631852551	45.5664574533105	52.0073587324235
chtf8	0	0	0	0	0	0	0
chtf8_1	25.7951412669335	83.2043450973164	47.5021005866145	70.3704141054524	32.2243422976259	43.7343723595255	34.5517323728115
chtopa	0	0	0	0	0	0	0
chtopb	0	0	0	0	0	0	0
chuk	0	0	0	0	0	0	0
churc1	0	0	0	0	0	0	0
churc1_1	598.947968634509	404.744946114418	329.803462001557	296.142009495861	141.078878806309	277.222438883922	259.660001102324
ciao1	0	0	0	0	0	0	0
ciapin1	0	0	0	0	0	0	0
ciapin1_1	1239.1377968158	1876.01320758227	674.602717413163	470.403542843632	276.923849085683	589.540967833571	385.797812607812
ciapin1_2	1230.46271287242	1841.43231896324	361.410407057686	467.116097499744	277.215655038355	577.74523358763	379.101722402336
ciarta	0	0	0	0	0	0	0
cib1	0	0	0	0	0	0	0
cib2	0	0	0	0	0	0	0
cib3	0	0	0	0	0	0	0
cica	0	0	0	0	0	0	0
cicb	0	0	0	0	0	0	0
cidea	0	0	0	0	0	0	0
cideb	0	0	0	0	0	0	0
cidec	0	0	0	0	0	0	0
cidec_1	0	0.656023619557068	0.940377648668265	0.498921081491665	0	0	0
ciita	0	0	0	0	0	0	0
cilp	0	0	0	0	0	0	0
cilp2	0	0	0	0	0	0	0
cinp	0	0	0	0	0	0	0
cinp_1	67.0078702128982	159.649613213332	100.74508769126	200.100988807247	26.160895464826	87.2889856547096	95.5712062300161
cipca	0	0	0	0	0	0	0
cipca_1	1.53469591875309	6.22579278167884	2.47136352192999	0.819494808060971	0	0.224617111395173	0.706200951012614
cipcb	0	0	0	0	0	0	0
cirbpa	0	0	0	0	0	0	0
cirbpb	0	0	0	0	0	0	0
cirh1a	0	0	0	0	0	0	0
cisd1	0	0	0	0	0	0	0
cisd1_1	93.2583809976665	89.5352095877968	81.9394029932825	52.3424039573153	8.87277507873573	44.9827040655844	49.8047069094476
cisd2	0	0	0	0	0	0	0
cish	0	0	0	0	0	0	0
cishb	0	0	0	0	0	0	0
cishb_1	0.255782653125515	0.957814274104438	0	0	0	0	0
cita	0	0	0	0	0	0	0
cited1	0	0	0	0	0	0	0
cited2	0	0	0	0	0	0	0
cited4a	0	0	0	0	0	0	0
cited4b	0	0	0	0	0	0	0
cited4b_1	47.842309044051	22.3940354968196	33.0179146607473	26.2310586232614	27.6164565586665	39.1996464416812	42.2608793291743
ciz1a	0	0	0	0	0	0	0
ciz1b	0	0	0	0	0	0	0
ckap2l	0	0	0	0	0	0	0
ckap5	0	0	0	0	0	0	0
ckba	0	0	0	0	0	0	0
ckbb	0	0	0	0	0	0	0
cklf	0	0	0	0	0	0	0
cklf_1	0	0.815710807618809	0	0.46527515114059	0	0.382584829428387	0.601427399513633
ckma	0	0	0	0	0	0	0
ckma_1	1.29042916186848	0.402682855885379	14.8924334488908	9.87654934813368	19.2869486740031	7.74352179968927	6.72973233469725
ckmb	0	0	0	0	0	0	0
ckmt1	0	0	0	0	0	0	0
