gene	zcount_SL-1	zcount_SL-2	zcount_SL-3	zcount_Sn-1	zcount_Sn-2	zcount_Sn-3
il13ra2_1	67.6142796280709	38.5830362248071	67.2558077552664	25.6422754273801	0.818782416235087	14.6343394955359
il13ra2_2	41.9481588038322	12.4288600918065	0	2.18984311696467	0.85406912850699	26.7138012858456
il13ra2_3	133.911430027618	24.857720183613	4.64378360136473	2.18984311696467	3.70096622353029	26.7138012858456
il15	0	0	0	0	0	0
il15l	0	0	0	0	0	0
il15l_1	1.70837626157752	7.52033562738037	18.263804687959	6.95629882535508	0.0861286614100005	5.38791034384943
il16	0	0	0	0	0	0
il17a/f1	0	0	0	0	0	0
il17a/f2	0	0	0	0	0	0
il17a/f3	0	0	0	0	0	0
il17c	0	0	0	0	0	0
il17c_1	2.60961089870921	2.978267679295	2.5037267007358	1.18066842752011	0	0
il17d	0	0	0	0	0	0
il17d_1	23.049520989538	15.0870930796211	14.6344588845825	21.1633429871914	0.239246281694446	14.966417621804
il17ra1a	0	0	0	0	0	0
il17rc	0	0	0	0	0	0
il17rd	0	0	0	0	0	0
il17rel	0	0	0	0	0	0
il19l	0	0	0	0	0	0
il1b	0	0	0	0	0	0
il1fma	0	0	0	0	0	0
il1rap	0	0	0	0	0	0
il1rapl1a	0	0	0	0	0	0
il1rapl1a_1	5.35470221490394	7.79172255034346	6.16492408883277	1.99867170764992	0.188972032141843	0
il1rapl1a_2	5.73487425742323	6.9086464284112	6.72489083924036	2.30634126758525	0.449752509936997	0
il1rapl1b	0	0	0	0	0	0
il1rapl2	0	0	0	0	0	0
il1rapl2_1	0	10.6607533102527	8.40199391486813	7.92416276152309	0	0
il1rl1	0	0	0	0	0	0
il20ra	0	0	0	0	0	0
il21	0	0	0	0	0	0
il21r.1	0	0	0	0	0	0
il21r.2	0	0	0	0	0	0
il22	0	0	0	0	0	0
il22ra2	0	0	0	0	0	0
il23r	0	0	0	0	0	0
il26	0	0	0	0	0	0
il2rb	0	0	0	0	0	0
il2rga	0	0	0	0	0	0
il2rga_1	269.840664576485	176.413159540972	12.6333416873251	15.5411333102647	16.2980469201171	21.0650679743012
il2rgb	0	0	0	0	0	0
il34	0	0	0	0	0	0
il4	0	0	0	0	0	0
il4_1	2.21018065911086	12.6120519072186	0	0	0	0
il4_2	2.94690754548115	12.6120519072186	0	0	0	0
il4r.1	0	0	0	0	0	0
il4r.2	0	0	0	0	0	0
il6	0	0	0	0	0	0
il6r	0	0	0	0	0	0
il6st	0	0	0	0	0	0
il7r	0	0	0	0	0	0
ildr1a	0	0	0	0	0	0
ildr1b	0	0	0	0	0	0
ildr2	0	0	0	0	0	0
ilf2	0	0	0	0	0	0
ilf3a	0	0	0	0	0	0
ilf3a_1	123.556940684045	203.598400192604	237.302060996883	220.160701755339	19.0110551205626	105.419671901704
ilf3b	0	0	0	0	0	0
ilk	0	0	0	0	0	0
ilkap	0	0	0	0	0	0
illr1	0	0	0	0	0	0
illr2	0	0	0	0	0	0
illr3	0	0	0	0	0	0
illr4	0	0	0	0	0	0
ilvbl	0	0	0	0	0	0
im:6904045	0	0	0	0	0	0
im:7136021	0	0	0	0	0	0
im:7136021_1	21.5147273535323	71.179267951365	86.2779750133021	101.385948082393	6.22774626238885	26.683986775482
im:7136398	0	0	0	0	0	0
im:7136940	0	0	0	0	0	0
im:7138144	0	0	0	0	0	0
im:7138144_1	9.04167687507026	10.8137301670814	14.8838409430589	5.54770691575852	1.87956256815391	0.683598345985185
im:7138239	0	0	0	0	0	0
im:7138535	0	0	0	0	0	0
im:7140347	0	0	0	0	0	0
im:7141269	0	0	0	0	0	0
im:7142016	4.24263545078806	6.11619506923262	8.67657454074577	12.1231521011343	0.394016427842142	0
im:7142702	0	0	0	0	0	0
im:7145024	0	0	0	0	0	0
im:7145975	0	0	0	0	0	0
im:7145975_1	0	0	0	0	0	0
im:7147486	0	0	0	0	0	0
im:7148292	0	0	0	0	0	0
im:7148385	0	0	0	0	0	0
im:7148405	0	0	0	0	0	0
im:7148405_1	5.99389874345033	1.86563182929422	0.784186098721024	5.17711967086175	3.07679746420631	0
im:7150573	0	0	0	0	0	0
im:7150988	0	0	0	0	0	0
im:7151449	0	0	0	0	0	0
im:7152348	0	0	0	0	0	0
im:7152688	0	0	0	0	0	0
im:7152855	0	0	0	0	0	0
im:7154036	0	0	0	0	0	0
im:7156467	0	0	0	0	0	0
im:7157749	0	0	0	0	0	0
im:7157749_1	9.51144595742044	27.1862532740664	34.4651404572175	26.1654269863631	1.34866238583097	11.249018851597
im:7157825	8.26059669787706	19.9642486275568	33.916158722867	25.3919862712765	1.37187548179698	5.36373576014175
im:7160157	0	0	0	0	0	0
im:7160157_1	102.476333355764	67.7796079916974	67.035263277765	47.4171674923398	12.3289011292541	25.7084431729375
im:7160358	0	0	0	0	0	0
im:7160594	0	0	0	0	0	0
immp1l	0	0	0	0	0	0
immp2l	0	0	0	0	0	0
immp2l_1	9.98401711311539	39.8805677209566	0	1.5056923864405	3.71919219725002	6.12262539073799
immt	0	0	0	0	0	0
imp3	0	0	0	0	0	0
imp4	0	0	0	0	0	0
impa1	0	0	0	0	0	0
impa2	0	0	0	0	0	0
impact	0	0	0	0	0	0
impad1	0	0	0	0	0	0
impdh1a	0	0	0	0	0	0
impdh1a_1	15.5884711638804	34.2703846824331	38.0196589794688	23.385284876904	0.521176275009379	0
impdh1a_2	11.8323480505965	32.3530709395342	32.6377302316706	18.9596716756169	0.231985393023902	0
impdh1b	0	0	0	0	0	0
impdh2	0	0	0	0	0	0
impg1b	0	0	0	0	0	0
impg2a	0	0	0	0	0	0
impg2b	0	0	0	0	0	0
impg2b_1	0	0.155387878919739	0.130629219168824	0	0.016016592352305	0
impg2b_2	0.0907690747377118	0.155387878919739	0.130629219168824	0	0.016016592352305	0
inaa	0	0	0	0	0	0
inab	0	0	0	0	0	0
inadl	0	0	0	0	0	0
inafm2	0	0	0	0	0	0
incenp	0	0	0	0	0	0
inf2	0	0	0	0	0	0
ing1	0	0	0	0	0	0
ing2	0	0	0	0	0	0
ing3	0	0	0	0	0	0
ing4	0	0	0	0	0	0
ing5a	0	0	0	0	0	0
ing5b	0	0	0	0	0	0
inha	0	0	0	0	0	0
inha_1	0	1.42066791598554	13.7345237692662	0	0	0
inhbaa	0	0	0	0	0	0
inhbab	0	0	0	0	0	0
inhbb	0	0	0	0	0	0
inip	0	0	0	0	0	0
ino80	0	0	0	0	0	0
ino80b	0	0	0	0	0	0
ino80c	0	0	0	0	0	0
ino80db	0	0	0	0	0	0
ino80e	0	0	0	0	0	0
inpp4aa	0	0	0	0	0	0
inpp4ab	0	0	0	0	0	0
inpp4b	0	0	0	0	0	0
inpp5a	0	0	0	0	0	0
inpp5b	0	0	0	0	0	0
inpp5d	0	0	0	0	0	0
inpp5d_1	74.3120278118809	51.4472450402939	6.91998731918806	15.2778017964724	4.58943655558208	18.094489518793
inpp5d_2	141.972517503949	87.0269531603823	8.28527614584011	29.6345406865365	13.8771242199087	64.748145242975
inpp5d_3	180.372304521584	78.4408106424572	10.2404789944978	43.9004139053022	21.6114774598215	83.3061050551633
inpp5e	0	0	0	0	0	0
inpp5e_1	17.246655635029	8.68370787054396	38.6904932899419	6.19643547089593	1.25310142625206	5.59926279878966
inpp5f	0	0	0	0	0	0
inpp5jb	0	0	0	0	0	0
inpp5ka	0	0	0	0	0	0
inpp5kb	0	0	0	0	0	0
inpp5kb_1	0.591797007084329	1.01309925156346	0.212919381312573	0.401620817558069	0	0
inpp5l	0	0	0	0	0	0
inppl1a	0	0	0	0	0	0
inppl1b	0	0	0	0	0	0
ins	0	0	0	0	0	0
ins_1	658.123794724473	1541.80717636016	26.6422200206502	118.097116301434	5.87993746164427	30.6523745523485
insb	0	0	0	0	0	0
insb_1	0	25.3152752740075	46.3189439636123	37.7813896806434	0.306984686752512	28.8058459648577
insc	0.698251787855784	0	0.401952255630699	0	0.443554276603727	0
insig1	0	0	0	0	0	0
insig1_1	67.3519364105021	121.414396523061	192.388836869967	136.778142742921	14.1353973606784	95.7480533720004
insig2	0	0	0	0	0	0
insl3	0	0	0	0	0	0
insl5a	0	0	0	0	0	0
insl5a_1	1.33702286785719	0	0	0	0	0
insl5b	0	0	0	0	0	0
insm1a	0	0	0	0	0	0
insm1b	0	0	0	0	0	0
insm2	0	0	0	0	0	0
insra	0	0	0	0	0	0
insrb	0	0	0	0	0	0
ints1	0	0	0	0	0	0
ints10	0	0	0	0	0	0
ints12	0	0	0	0	0	0
ints2	0	0	0	0	0	0
ints2_1	22.4889979914018	18.1346593629231	39.6124793884905	23.2172092103203	2.69659188459453	15.3354032637126
ints3	0	0	0	0	0	0
ints4	0	0	0	0	0	0
ints5	0	0	0	0	0	0
ints6	0	0	0	0	0	0
ints7	0	0	0	0	0	0
ints8	0	0	0	0	0	0
ints9	0	0	0	0	0	0
intu	0	0	0	0	0	0
invs	0	0	0	0	0	0
ip6k1	0	0	0	0	0	0
ip6k2a	0	0	0	0	0	0
ip6k2b	0	0	0	0	0	0
ipcef1	0	0	0	0	0	0
ipmka	0	0	0	0	0	0
ipmka_1	0.908801557732299	0	0.871927200675824	4.93403812787424	6.20066132318851	0
ipmkb	0	0	0	0	0	0
ipo11	0	0	0	0	0	0
ipo13	0	0	0	0	0	0
ipo4	0	0	0	0	0	0
ipo7	0	0	0	0	0	0
ipo8	0	0	0	0	0	0
ipo9	0	0	0	0	0	0
ipo9_1	46.5292510399384	167.608522659514	286.956307843953	146.05296409261	7.08977534021287	25.4891813974753
ipp	0	0	0	0	0	0
ippk	0	0	0	0	0	0
iqca1	0	0	0	0	0	0
iqca1_1	0.815043102889425	0	0.586479725760315	0	0.0719089247425921	0
iqcb1	0	0	0	0	0	0
iqcb1_1	6.55592586660591	18.129641088514	22.2566438728971	3.42242652447621	0.474593322476527	1.85555701597453
iqcc	0	0	0	0	0	0
iqcd	0	0	0	0	0	0
iqce	0	0	0	0	0	0
iqcg	0	0	0	0	0	0
iqch	0	0	0	0	0	0
iqch_1	0	0.458903868901271	0.771569243172296	0.363844602045181	0	0
iqck	0	0	0	0	0	0
iqck_1	12.2747223382025	30.6441591795229	108.198238992955	97.185599488432	1.44395158444157	11.2910753959064
iqgap1	0	0	0	0	0	0
iqgap2	0	0	0	0	0	0
iqgap3	0	0	0	0	0	0
iqsec1a	0	0	0	0	0	0
iqsec1b	0	0	0	0	0	0
iqsec2b	0	0	0	0	0	0
iqsec3a	0	0	0	0	0	0
iqsec3a_1	1.4144106562906	16.7292186295573	15.3590144624835	15.5326761782565	0.226889839719132	12.7740973201239
iqsec3b	0	0	0	0	0	0
iqub	0	0	0	0	0	0
iqub_1	0	0	0	0	0	0
iqub_2	0	0.542295175242745	2.05149964765958	0.859923768782469	0	6.99344852675154
irak1	0	0	0	0	0	0
irak1bp1	0	0	0	0	0	0
irak1bp1_1	20.3760775722356	34.8818745129094	45.1589388835442	37.0594381492341	4.17071763507035	13.4951188057376
irak3	0	0	0	0	0	0
irak4	0	0	0	0	0	0
irbp	0	0	0	0	0	0
ireb2	0	0	0	0	0	0
irf10	0	0	0	0	0	0
irf1a	0	0	0	0	0	0
irf1b	0	0	0	0	0	0
irf2	0	0	0	0	0	0
irf2a	0	0	0	0	0	0
irf2bp1	0	0	0	0	0	0
irf2bp2a	0	0	0	0	0	0
irf2bp2b	0	0	0	0	0	0
irf2bpl	0	0	0	0	0	0
irf3	0	0	0	0	0	0
irf4a	0	0	0	0	0	0
irf4b	0	0	0	0	0	0
irf4b_1	8.70369651062027	4.04425499160293	2.14728340464942	4.55662103227192	1.05312312745868	2.74498876588196
irf4l	0	0	0	0	0	0
irf5	0	0	0	0	0	0
irf6	0	0	0	0	0	0
irf7	0	0	0	0	0	0
irf8	0	0	0	0	0	0
irf9	0	0	0	0	0	0
irg1	0	0	0	0	0	0
irg1_1	423.447795742768	469.689172800955	10.3148237670949	14.786875792449	32.983686250759	79.1159899100988
irg1l	0	0	0	0	0	0
irge4	0	0	0	0	0	0
irgf1	0	0	0	0	0	0
irgf3	0	0	0	0	0	0
irgf4	0	0	0	0	0	0
irgq1	0	0	0	0	0	0
irgq2	0	0	0	0	0	0
irs1	0	0	0	0	0	0
irs2a	0	0	0	0	0	0
irs2b	0	0	0	0	0	0
irs4a	0	0	0	0	0	0
irx1a	0	0	0	0	0	0
irx1b	0	0	0	0	0	0
irx2a	0	0	0	0	0	0
irx3a	0	0	0	0	0	0
irx3b	0	0	0	0	0	0
irx4a	0	0	0	0	0	0
irx4b	0	0	0	0	0	0
irx5a	0	0	0	0	0	0
irx5b	0	0	0	0	0	0
irx6a	0	0	0	0	0	0
irx7	0	0	0	0	0	0
isca1	0	0	0	0	0	0
isca2	0	0	0	0	0	0
iscub	0	0	0	0	0	0
iscub_1	222.926195490488	175.437089244352	37.0178706450919	169.021420787964	33.572724922376	446.178390750679
isg15	0	0	0	0	0	0
isg20	0	0	0	0	0	0
isg20_1	44.862585252084	130.609610898792	145.164951065023	122.558990172813	5.54637900405759	66.2382447450486
isg20l2	0	0	0	0	0	0
isl1	0	0	0	0	0	0
isl1l	0	0	0	0	0	0
isl1l_1	0.217358459200065	0.744193328795237	0.312808805059315	2.95019004969901	0	0
isl2a	0	0	0	0	0	0
isl2b	0	0	0	0	0	0
islr2	0	0	0	0	0	0
islr2_1	0.891872901264737	0.436228618908502	0.366722322637185	0	0.0899284552957358	0
ism1	0	0	0	0	0	0
ism2a	0	0	0	0	0	0
ism2b	0	0	0	0	0	0
isoc1	0	0	0	0	0	0
isoc2	0	0	0	0	0	0
ispd	0	0	0	0	0	0
ist1	0	0	0	0	0	0
isy1	0	0	0	0	0	0
itcha	0	0	0	0	0	0
itchb	0	0	0	0	0	0
itfg1	0	0	0	0	0	0
itfg1_1	59.7418529674815	37.1482256176257	15.4218416446064	12.363066057372	2.7417890204575	14.7859320660679
itfg2	0	0	0	0	0	0
itga1	0	0	0	0	0	0
itga1_1	133.203068934773	97.564595351313	12.0495628083731	30.864378998528	23.0677449900922	33.6078747562758
itga10	0	0	0	0	0	0
itga11a	0	0	0	0	0	0
itga11a_1	7.03888227563572	7.43820112481899	4.00194470440579	7.90254418307641	1.47204853603451	14.3884767206611
itga11b	0	0	0	0	0	0
itga2.2	0	0	0	0	0	0
itga2.2_1	1.3476525000593	0.76901692237586	0.215495315756383	0	0	3.30575211210949
itga2b	0	0	0	0	0	0
itga3a	0	0	0	0	0	0
itga3b	0	0	0	0	0	0
itga4	0	0	0	0	0	0
itga5	0	0	0	0	0	0
itga6a	0	0	0	0	0	0
itga6b	0	0	0	0	0	0
itga6b_1	32.1720337001701	15.2597475725089	6.04554065463855	1.11253146055821	0.614695448923077	15.8336769210807
itga6l	0	0	0	0	0	0
itga6l_1	0	2.3567435979167	1.98123288712886	0	0	0
itga7	0	0	0	0	0	0
itga8	0	0	0	0	0	0
itga9	0	0	0	0	0	0
itgae.1	0	0	0	0	0	0
itgae.1_1	2025.454301998	842.817777973989	75.059960055111	254.758186695807	155.34037235709	1103.76756095098
itgae.1_2	75.1936731766319	22.7830615098143	4.78823309126893	16.2573145688022	6.96680762224519	58.7621558238571
itgae.2	0	0	0	0	0	0
itgae.2_1	97.0759898649288	91.6379570155619	6.11403676184912	16.2418136967877	9.3955980099762	12.5054473492419
itgae.2_2	9.8564581631202	3.76511726361419	0.937838207571591	5.97039025063384	1.35112515572194	0.899167060956445
itgam	0	0	0	0	0	0
itgav	0	0	0	0	0	0
itgb1a	0	0	0	0	0	0
itgb1b	0	0	0	0	0	0
itgb1b.1	0	0	0	0	0	0
itgb1b.2	0	0	0	0	0	0
itgb1bp1	0	0	0	0	0	0
itgb2	0	0	0	0	0	0
itgb3a	0	0	0	0	0	0
itgb3a_1	10.4076092793736	5.84158056041319	0.982162975160637	0.231576556480903	1.26445287674587	0
itgb3b	0	0	0	0	0	0
itgb4	0	0	0	0	0	0
itgb5	0	0	0	0	0	0
itgb5_1	105.497187071993	152.59570243353	101.402048117847	122.909584437771	17.3198514704276	46.9219221514987
itgb6	0	0	0	0	0	0
itgb7	0	0	0	0	0	0
itgb7_1	22.2959945460812	28.5300547224796	1.62055614370474	1.98691120347418	0.596094517816809	7.45792112841128
itgb7_2	44.7035518105401	33.1700994569404	1.99178258301346	6.19907506002091	3.46784810038189	9.16633309297068
itgb7_3	9.22510188150621	5.92218089556352	0	2.26076527647595	1.35650731147073	0
itgb8	0	0	0	0	0	0
itgbl1	0	0	0	0	0	0
itih1	0	0	0	0	0	0
itih2	0	0	0	0	0	0
itih3a	0	0	0	0	0	0
itih3b	0	0	0	0	0	0
itih5	0	0	0	0	0	0
itih6	0	0	0	0	0	0
itk	0	0	0	0	0	0
itk_1	6.12632138037131	9.10771325670523	5.33637618724002	2.62585579563088	0.398268931157148	8.89797251612648
itk_2	6.60506202179803	9.10093920445035	3.24581304528263	2.40524419708261	0.170559732989309	7.1130835703479
itln1	0	0	0	0	0	0
itln2	0	0	0	0	0	0
itln2_1	0	0	0	0	0	0
itln3	0	0	0	0	0	0
itln4	0	0	0	0	0	0
itln4_1	0	0	0	0	0	0
itln4_2	0	0	0	0	0	0
itm2ba	0	0	0	0	0	0
itm2bb	0	0	0	0	0	0
itm2ca	0	0	0	0	0	0
itm2cb	0	0	0	0	0	0
itpa	0	0	0	0	0	0
itpk1a	0	0	0	0	0	0
itpk1b	0	0	0	0	0	0
itpka	0	0	0	0	0	0
itpka_1	61.2614772545489	42.2587001221996	8.01488328487803	29.0104755109492	10.6770511377877	33.2298153590436
itpkb	0	0	0	0	0	0
itpkca	0	0	0	0	0	0
itpkcb	0	0	0	0	0	0
itpr1a	0	0	0	0	0	0
itpr1a_1	39.0106189264508	18.1536433455831	9.80580069612499	17.9752452398963	9.22892266631582	18.0084398123235
itpr1b	0	0	0	0	0	0
itpr2	0	0	0	0	0	0
itpr3	0	0	0	0	0	0
itpr3_1	24.1477968903575	26.8580159825416	15.7098130358484	12.8921728218509	4.03584231577023	18.7786337390629
itprip	0	0	0	0	0	0
itpripl2	0	0	0	0	0	0
itsn1	0	0	0	0	0	0
itsn2a	0	0	0	0	0	0
itsn2a_1	0.857473098150691	3.52298647099503	2.71484854842255	3.840677937028	0.181565764848873	0.946510378101023
itsn2b	0	0	0	0	0	0
itsn2b_1	64.2289729092928	50.010135433298	41.2739057502359	21.2738454307434	8.2147117054596	31.6576025399775
ivd	0	0	0	0	0	0
ivd_1	83.2592508615769	171.814307133373	149.183757415346	130.90927991986	22.8372071535984	106.918748914281
ivns1abpa	0	0	0	0	0	0
ivns1abpb	0	0	0	0	0	0
iws1	0	0	0	0	0	0
izumo1	0	0	0	0	0	0
jac1	0	0	0	0	0	0
jac10	0	0	0	0	0	0
jac2	0	0	0	0	0	0
jac3	0	0	0	0	0	0
jac4	0	0	0	0	0	0
jac6	0	0	0	0	0	0
jac7	0	0	0	0	0	0
jac8	0	0	0	0	0	0
jac9	0	0	0	0	0	0
jade1	0	0	0	0	0	0
jade1_1	132.464711899768	210.737525434565	298.833231504351	209.322829667392	14.6269518673961	72.95771794278
jade2	0	0	0	0	0	0
jade3	0	0	0	0	0	0
jag1a	0	0	0	0	0	0
jag1b	0	0	0	0	0	0
jag2a	0	0	0	0	0	0
jag2b	0	0	0	0	0	0
jag2b_1	122.483690934228	129.464244092179	95.762019312635	79.8241322950514	18.8426251990146	152.179228185942
jagn1a	0	0	0	0	0	0
jagn1a_1	1.47095215343202	2.51812785108473	8.99683796622636	0	0.129777906623727	0
jagn1b	0	0	0	0	0	0
jak1	0	0	0	0	0	0
jak1_1	299.638738751955	257.801995684981	58.4678026492784	50.9382442863254	34.0150177580378	51.2896168252168
jak2a	0	0	0	0	0	0
jak2b	0	0	0	0	0	0
jak3	0	0	0	0	0	0
jakmip1	0	0	0	0	0	0
jakmip2	0	0	0	0	0	0
jakmip3	0	0	0	0	0	0
jam2a	0	0	0	0	0	0
jam2b	0	0	0	0	0	0
jam2b_1	68.489392756637	44.7005017596954	1.84810656664984	11.6200173301386	1.05745910871468	23.6253479751303
jam3a	0	0	0	0	0	0
jam3a_1	6.57262000143864	14.3203325931343	3.72623601392266	10.2726295735129	1.96808941244921	6.59554542091913
jam3b	0	0	0	0	0	0
jarid2a	0	0	0	0	0	0
jarid2b	0	0	0	0	0	0
jazf1a	0	0	0	0	0	0
jazf1b	0	0	0	0	0	0
jcada	0	0	0	0	0	0
jcada_1	13.8551348595201	7.2896771851054	3.8415454572029	10.1791079041654	2.42236860215627	4.91085578215443
jdp2a	0	0	0	0	0	0
jdp2b	0	0	0	0	0	0
jkamp	0	0	0	0	0	0
jmjd1ca	0	0	0	0	0	0
jmjd1cb	0	0	0	0	0	0
jmjd4	0	0	0	0	0	0
jmjd6	0	0	0	0	0	0
jmjd7	0	0	0	0	0	0
jmjd8	0	0	0	0	0	0
jmy	0	0	0	0	0	0
josd1	0	0	0	0	0	0
josd1_1	77.5757736307778	154.716781446213	210.756966035697	106.335520291332	9.75819408528197	36.7393709173539
josd1_2	35.864788460084	64.0283519888174	115.395001700323	38.9432065129282	4.79157529399515	11.3111068720671
josd2	0	0	0	0	0	0
josd2_1	76.6502685588839	249.373285749136	396.318487666671	245.263305738601	5.75282912580408	88.0550199310061
jph1a	0	0	0	0	0	0
jph1b	0	0	0	0	0	0
jph2	0	0	0	0	0	0
jph3	0	0	0	0	0	0
jpt1a	0	0	0	0	0	0
jpt1a_1	0.470353321591454	0	0.676903309970917	0.638407032470156	0.331983439745388	0
jpt1b	0	0	0	0	0	0
jpt2	0	0	0	0	0	0
jtb	0	0	0	0	0	0
jun	0	0	0	0	0	0
junba	0	0	0	0	0	0
junbb	0	0	0	0	0	0
jund	0	0	0	0	0	0
jupa	0	0	0	0	0	0
jupa_1	274.209883664368	182.590718492163	64.1339224111555	94.8167567946916	34.618426983014	175.789521529131
jupb	0	0	0	0	0	0
kalrna	0	0	0	0	0	0
kalrnb	0	0	0	0	0	0
kalrnb_1	41.0215517276328	25.3613274943306	20.6167481834743	19.0460740035823	7.74744807305138	18.3499090999612
kank1a	0	0	0	0	0	0
kank1b	0	0	0	0	0	0
kank2	0	0	0	0	0	0
kank3	0	0	0	0	0	0
kank4	0	0	0	0	0	0
kansl1a	0	0	0	0	0	0
kansl1b	0	0	0	0	0	0
kansl1l	0	0	0	0	0	0
kansl2	0	0	0	0	0	0
kansl2_1	141.552101106178	679.180509318044	1209.51639133324	950.385271843433	15.0676183626669	275.522784452346
kansl3	0	0	0	0	0	0
kars	0	0	0	0	0	0
kat2a	0	0	0	0	0	0
kat2b	0	0	0	0	0	0
kat5a	0	0	0	0	0	0
kat5b	0	0	0	0	0	0
kat6a	0	0	0	0	0	0
kat6b	0	0	0	0	0	0
kat7a	0	0	0	0	0	0
kat7a_1	37.8968956826776	24.2625021327489	14.1889718004715	12.9638401024576	3.69691658328132	20.4058482083913
kat7b	0	0	0	0	0	0
kat8	0	0	0	0	0	0
kat8_1	169.681234283941	277.091788797657	465.507872483556	410.024406939176	19.040808314422	195.644036853979
kat8_2	166.974297828053	243.480098659574	366.634115223442	400.23168770684	19.121287908943	195.526391612335
katna1	0	0	0	0	0	0
katnal1	0	0	0	0	0	0
katnal2	0	0	0	0	0	0
katnb1	0	0	0	0	0	0
katnb1_1	40.5290183440636	110.32837309511	123.028214782475	86.8732931623461	5.00215538659308	56.2273619089093
katnb1_2	26.7724435501547	36.6654676498853	64.6296916290414	31.1803798358719	3.96215881586077	15.2528562365753
katnbl1	0	0	0	0	0	0
kazald2	0	0	0	0	0	0
kazald3	0	0	0	0	0	0
kazna	0	0	0	0	0	0
kazna_1	1.28435741817031	18.5318638189423	17.4274648877137	9.46334998830602	0.32375767471993	0
kaznb	0	0	0	0	0	0
kbtbd11	0	0	0	0	0	0
kbtbd11_1	23.9315318125022	19.4748661251706	2.89502169832077	5.46075690320109	2.30113165032163	15.3139165097402
kbtbd12	0	0	0	0	0	0
kbtbd13	0	0	0	0	0	0
kbtbd2	0	0	0	0	0	0
kbtbd3	0	0	0	0	0	0
kbtbd4	0	0	0	0	0	0
kbtbd4_1	20.7953840152779	53.1850739536797	79.3257077306578	59.8514900724594	2.12208269292425	0
kbtbd7	0	0	0	0	0	0
kbtbd7_1	3.81483237052012	4.3537494255056	1.42335148055528	0.57531592652154	0.747937250502696	0
kbtbd7_2	3.81483237052012	4.3537494255056	1.22001555476167	0.57531592652154	0.747937250502696	0
kbtbd7_3	3.81483237052012	4.3537494255056	1.42335148055528	0.767087902028719	0.747937250502696	0
kbtbd8	0	0	0	0	0	0
kbtbd8_1	32.6539858123359	62.4342869157347	125.112804149838	76.8422702563087	2.17007970929015	39.7895728403467
kcmf1	0	0	0	0	0	0
kcna10a	0	0	0	0	0	0
kcna1a	0	0	0	0	0	0
kcna1b	0	0	0	0	0	0
kcna2b	0	0	0	0	0	0
kcna3a	0	0	0	0	0	0
kcna3a_1	0	0	0.268487488580196	0	0	4.11866531452745
kcna4	0	0	0	0	0	0
kcna6a	0	0	0	0	0	0
kcnab1a	0	0	0	0	0	0
kcnab1a_1	4.89881722827157	4.79217222710471	1.34287118682437	1.58312567825798	0.246976371571488	0
kcnab1b	0	0	0	0	0	0
kcnab1b_1	14.8213876449047	6.28039170176536	6.54683821239148	4.18273388042185	0.155364201222308	29.1571367693071
kcnab2a	0	0	0	0	0	0
kcnab2b	0	0	0	0	0	0
kcnab2b_1	0	0.991870689448668	0.833831406798771	3.66991541536789	0	0
kcnb1	0	0	0	0	0	0
kcnb1_1	0	0	0	0	0	0
kcnb2	0	0	0	0	0	0
kcnc1a	0	0	0	0	0	0
kcnc1a_1	0	0	0.477356775255142	0	0	0
kcnc1b	0	0	0	0	0	0
kcnc1b_1	1.2073450646202	1.65348640388953	0.347507217660655	2.62195262833897	0	0
kcnc2	0	0	0	0	0	0
kcnc3a	0	0	0	0	0	0
kcnc3b	0	0	0	0	0	0
kcnc4	0	0	0	0	0	0
kcnc4_1	5.73768753888382	2.8648568239576	1.37622063682829	3.24488342662811	0	0
kcnd1	0	0	0	0	0	0
kcnd2	0	0	0	0	0	0
kcnd3	0	0	0	0	0	0
kcnd3_1	1.72130626166515	0.982236625356893	0	0	0.303731868879638	0
kcne4	0	0	0	0	0	0
kcnf1a	0	0	0	0	0	0
kcnf1b	0	0	0	0	0	0
kcng1	0	0	0	0	0	0
kcng2	0	0	0	0	0	0
kcng3	0	0	0	0	0	0
kcng3_1	0.431612828813413	3.44810399535781	7.86790502901433	5.2724236720144	0.0507732892735805	0
kcng4a	0	0	0	0	0	0
kcng4b	0	0	0	0	0	0
kcnh1a	0	0	0	0	0	0
kcnh1b	0	0	0	0	0	0
kcnh2a	0	0	0	0	0	0
kcnh2b	0	0	0	0	0	0
kcnh3	0	0	0	0	0	0
kcnh3_1	0.14014733393262	0.719756051903384	0.403382690704118	0.570662772796843	0	0
kcnh3_2	0.629034960095444	0.358949008782408	2.11229217782309	0.284594809731371	0	0
kcnh3_3	0	0.36495504534668	0.306805092757488	0.868070192281024	0	0
kcnh4a	0	0	0	0	0	0
kcnh4b	0	0	0	0	0	0
kcnh5a	0	0	0	0	0	0
kcnh5a_1	0.126517350813589	0.649756412509744	1.45660735626919	1.37376840398368	0	0
kcnh5b	0	0	0	0	0	0
kcnh6a	0	0	0	0	0	0
kcnh6b	0	0	0	0	0	0
kcnh6b_1	3.33318808936532	1.42652392553206	3.25505111876369	0	0.630166422105322	3.94210258051638
kcnh7	0	0	0	0	0	0
kcnh8	0	0	0	0	0	0
kcnip1a	8.04199398240833	1.83561547560508	0.771569243172296	0	1.51364726735397	11.8360654212039
kcnip1b	0	0	0	0	0	0
kcnip1b_1	7.74947064732967	7.29648942181484	0	0	0.888827755829947	0
kcnip2	0	0	0	0	0	0
