gene	zcount_ZF4_10_1	zcount_ZF4_10_2	zcount_ZF4_10_3	zcount_ZF4_20_1	zcount_ZF4_20_2	zcount_ZF4_20_3	zcount_ZF4_25_1	zcount_ZF4_25_2	zcount_ZF4_25_3	zcount_ZF4_5_1	zcount_ZF4_5_2	zcount_ZF4_5_3	zcount_ZF4_wt_1	zcount_ZF4_wt_2	zcount_ZF4_wt_3
LOC101886185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886185_1	0.879923466125545	0.325673056022105	0.271201255499745	0.288498280710631	0	1.29688324951935	3.30076794702132	3.35746003702923	0	0.389161829303237	1.10496612473833	2.42096294605548	4.9735355340685	4.17426446194955	3.2320584925733
LOC101886186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886215	5.36449892451712	0.992741315598417	4.96017744541602	9.67364579872474	0	1.9766289527157	1.82939113803564	5.68581354929855	5.14787281350912	4.74509044281464	2.69459325315499	3.68988145571215	7.58035415882166	12.7243096012531	17.2413603034859
LOC101886216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886225	0.308084737030649	0	0	0	0	0.726517612531753	0.504299838431877	0	1.10373698895474	0	0.742806124919151	0.169528774105913	2.98520193652672	3.89739098475222	3.16856431432883
LOC101886227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886229_1	0.645342099603138	0.382161479898506	0.636482946535685	0	0	0.76091468533746	0.704234641633187	2.62654395817154	0.660567750406038	0	0.259324793168677	5.32665409259332	10.4217890615911	14.6948885218012	9.79771359850428
LOC101886239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886244	0	0	0	8.91952974611572	0	0	1.030809773375	1.28151756162947	6.76825246853854	0	0.759163254612966	0	0	0	0.925239542563082
LOC101886247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886276	0	0	0	0	0	0.746383328499417	0	0	0	0	0	0	0	0	0
LOC101886280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886280_1	1.40430701729321	1.78201845509757	0.494653184033923	0	0	0	1.09461505508322	0	0	0	0.806154102560124	0.551959571263682	19.4387152235454	21.8256039515304	18.6676940994708
LOC101886286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886293	0	0	0	1.78205925569393	0	0	0	0.384057281668458	0	0	0.227513211397985	0	0	0.572989096950839	0
LOC101886295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886309	28.6212506000654	24.6863746881971	23.0354990916521	15.8771199465792	31.492074507778	17.0350743454288	25.9237760641291	30.9117691052154	26.8298101098746	32.7316487377787	39.4234607650806	22.8132627746369	23.1659150811825	23.5793314333636	22.317908051419
LOC101886318	0	0	0	1.18619758208464	0	0	0.616887709337599	0	0	0	0	0	0	0.572100741761768	0
LOC101886328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886343	0.673659651317825	0.997326725832127	0	3.53393736925909	0.593837367713988	3.97151775718859	2.29730122703667	0	6.89553402271429	0	0.676759852842044	0	7.07141253186018	4.68713021108515	4.53645161399867
LOC101886347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886348	9.51030462573046	10.6602939129583	10.2172262470202	6.41441729296818	9.10200283965156	6.00722120003258	10.5635196244978	11.5199296411033	8.51784730786732	8.41220330599124	12.8297529251872	4.67250358999414	5.92396430869388	10.8278125950114	7.6518646100373
LOC101886350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886375_1	0.176570598680762	0	0.870733328795791	0	0	0	0	1.19773796316943	0.903682273557896	0	1.06429909060752	0	1.71088934231447	4.0206353582652	1.72950345486368
LOC101886376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886384_1	0	0	0	0	0	0	0	0	0.113062944253078	0	0	0	0	0.111785815945574	0
LOC101886386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886427_1	4.49695886406787	5.27807466126492	1.89795678640571	2.33779773469181	5.99973687180366	0.955370660479254	7.95785145045502	4.94665778788974	7.46441557958822	3.44019057104061	6.4305345239355	3.00955956231522	7.45852703841201	10.8651465872922	6.94443678890403
LOC101886429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886464	2.38937278031306	0.565979649128848	1.17828592658146	0	2.02200456267489	0	1.30371091914401	0.324158439573377	1.95659648219875	1.01447297311158	0.960147497642873	0.262958458917888	1.54346286233263	5.07805016196798	2.57442142707919
LOC101886465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886486_1	2.33685612316235	3.12044513432679	3.27639744862934	1.44221949188425	4.68540108475309	0.810399240745834	6.75029812008437	5.28389458964031	4.45566748388866	2.91816353811173	4.23490504206969	0.630340258103514	4.43981965677584	7.88323548026112	2.58067127203112
LOC101886488	2.14194987932363	0	0.960247970073864	0.510745954902932	0.686599680160632	1.72196313971561	1.59369521704707	2.64173980661668	3.48804466335898	0	2.34742603162033	1.60724142179718	4.40247537928894	4.43397170350743	3.33778003205
LOC101886492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886493	0.909920857016188	3.46397705041693	1.60255287340758	0	1.83338025112411	0	4.25553553500268	1.32263577216303	1.33055536178043	0	1.04469524520715	0	0.839687817440136	1.31552576982652	1.90985274561149
LOC101886494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886500_1	0.479760902994438	0	0.709762233143411	0	0	0	0.261771429291283	0.813595030902917	0.736619958511995	0	0.0963937553554622	0	0.309911095778893	0	0
LOC101886501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886521_1	0.930280531958032	0.612108394451185	0.50972766093928	1.35559433104995	1.09340147506799	1.3711024716304	1.55096325221483	2.80462525181558	0.79352398082086	0.731436691220542	1.34992247046345	0.56878045118171	7.84551689668465	4.83812338842827	4.80914727509401
LOC101886526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886526_1	0.062461376663944	0	0	0	0	0	0	0	0	0	0.250995303024073	0	0	0	0
LOC101886528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886528_1	0	0	0	0	0	0	4.04636514429916	0	0	0	0.993345817900356	0	0.798415026413418	3.12716083420627	1.81597862760686
LOC101886530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886535_1	1.92241627210425	2.8460619878206	1.1060149620161	1.84887342813939	1.80760337588862	3.9667191307245	9.44033344298267	2.82541965037638	1.47582909086762	1.13363046058017	4.63503189196036	2.2919902935031	44.7056287197391	37.9381216845798	33.8940123465464
LOC101886537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886537_1	1.84796792264524	1.26269728738395	0.700999736437937	0	0.501231150526621	0	1.16342857462793	0.964260777366421	1.45505176990024	0	0.285611126979147	0.391105856051362	0.459127549302063	0.359653975084152	1.04427620885775
LOC101886539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886550_1	0.865562697390558	0	5.33550244499499	0	6.10401377377227	0	2.36138025236054	0	0	0	2.60863812712705	0	12.5803673301343	5.47485131211187	9.53792929039806
LOC101886554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886554_1	0.883923118244298	1.4540150581997	0.484327090629848	0.25760856580626	1.38522063418266	3.18456886826418	2.94735238905741	0.666216537089526	1.50796274335116	0	0.986656620473417	0.540437182907335	1.58607698849804	0.745464602901697	2.404999753733
LOC101886554_2	0.785709438439376	1.4540150581997	0.484327090629848	0.25760856580626	1.038915475637	2.31605008601031	2.94735238905741	0.666216537089526	1.00530849556744	0	0.986656620473417	0.540437182907335	1.58607698849804	0.496976401934464	0.961999901493197
LOC101886557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886578	4.6812185149203	4.8602529185925	4.49703457431424	2.71084962225054	9.43208797806327	2.32968668770473	8.29288396254171	7.62927628811672	7.31195356900055	3.01142150862246	4.39738748899615	1.50540703408848	2.35630612213714	1.53816164416982	1.93532806360214
LOC101886581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886597	0	0	7.46601103375769	0	0	0	1.37679090838322	0	2.58284276110319	0	1.01396891446576	0	0	2.55366767083972	6.17893535344895
LOC101886598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886621_1	0.06216850575887	0.736304300571715	0.30657533230406	0.652256982476208	0	4.76463628627761	15.2644209407705	1.89769480353826	0	0	0	1.02627777061048	0.401589825732239	1.25832899722537	1.06564247400062
LOC101886624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886630	0.817529789855993	0.48412833215842	1.20946030759864	1.28659883482835	0	1.92787801442002	0.892135812831281	1.6636741439091	1.25522683513255	1.15701476604505	0.328516834395297	0	4.7528966258467	5.79155795752103	6.40614284178206
LOC101886634	0.796979860712072	1.17989746526041	0	0	0	0	1.08713817629167	0	1.01972890431533	1.40991416845927	3.20259034186453	5.48189355612973	7.72237484563799	3.02463097078968	2.92739724122418
LOC101886638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886645_1	0	0	0	0	0	0	0	1.06151454675745	0	1.47647663993159	0	0	0	2.63952058967339	0
LOC101886648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886653	0	0	0	1.4203541592412	0	0	0	1.53052530565895	0.692860357016233	0	0	0	0	0	0
LOC101886654	0.0688283692828265	0	0.848543805551349	0	1.21345719782991	0	0	2.33443029159497	0.880653088672514	0	0	0	0.666915807811114	0.696564376472563	0.505628782580485
LOC101886657	4.52891056720224	6.37114789798478	2.82960804108319	1.23628222075493	8.74326857008262	2.29546695155196	9.95150736392435	7.71503462773304	6.24044860173527	7.10563459242617	9.05833126060603	1.97338924979688	9.20022710638815	13.6879744705907	9.73523084239058
LOC101886660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886665_1	248.591691771097	240.786431374125	227.557611857636	107.21253792364	234.470160106747	117.70929935517	216.245963327582	230.766526650085	200.64454334087	145.834165511504	127.235226222895	69.0795888569024	1666.16362562584	1587.67535669173	1570.62945873601
LOC101886669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886689_1	65.4494873979781	31.1022279208257	56.780978651473	38.1489028476528	38.4628956562008	17.8635788316758	11.0219549175277	65.7727351298359	52.7264812408586	2.85888413105868	62.5037403146996	92.2598129906423	83.5128847572594	38.8426293090884	20.7756003656963
LOC101886691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886697	0	0	0	3.04213694013754	0	0	0	2.45857742936866	0	0	0.291289280597023	0	3.27778733507696	0.733608307030497	1.06503716728434
LOC101886700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886700_1	6.5457686361463	5.73018501016024	4.77175910093034	1.04507911079332	4.14782307106797	1.56597766645487	5.59026900383207	6.17769152643963	5.38929445384606	4.96762265364261	6.32810520392616	3.2365065324755	19.8549520553128	21.7457077184418	19.0488369983132
LOC101886703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886704	14.5847314510309	43.1842472285311	22.8844550322603	20.8662938303071	56.1014356843978	15.6333380805696	3.61720520475228	53.9635395042517	30.5362455528609	42.2205206445893	79.9191862583468	21.8877059077471	29.9768550826129	26.8367257044611	45.4544953455536
LOC101886706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886711_1	2.17142403737433	4.28627764054899	4.46169807435064	0.949252407499494	1.27608724675016	1.0667910600885	9.87326482686727	0	0	0	13.8156409660831	5.9743117862337	18.7023271695848	1.83129021556496	12.4069342134265
LOC101886712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886751	0.0533262575906066	0	0	0	0	1.57190785087994	0.436445234942688	0	0.272921959034304	0.188675899691441	0	0	0	0	0
LOC101886754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886756_1	0.55560881718213	0	0	0	0	0	0.15157812286581	0.376888212410646	0.142179344373109	0	0.334899447177834	0	0.717813128508825	0.421719975355817	0.136054271782609
LOC101886760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886774	113.810067334168	117.179727030228	87.6808895056265	23.8555662610533	101.696984536511	50.7205210198256	117.132420225799	89.4844835786795	95.6116152891076	90.7398580395262	89.0634976448355	23.4452580135418	95.8008322142573	92.251244609085	94.101019858632
LOC101886777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886786	72.2895384964142	88.8719290790061	114.659174281718	62.0948647317351	99.8713963753653	90.9679020195464	74.9652672868952	110.403666570293	102.770939139258	85.2568967605717	90.8839441797818	95.3754141487338	95.578378524273	101.610066525949	90.0620125169664
LOC101886790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886807	24.7808018169267	25.2048135575085	34.0489482877618	4.96172140366143	25.3463036274084	8.36414002365106	32.5126226575011	22.4556449515098	15.0062829421034	18.7403377410773	35.3468774501897	20.2979373852648	155.799663714525	174.691072800602	163.05336851768
LOC101886811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886822_1	25.2785489890425	26.0499707155965	25.9703428269977	30.5518943932845	18.3509369061115	15.34112615383	6.76113122383604	34.4626965681358	29.8069271232495	14.9065181922745	20.664462490476	25.9106798907909	61.2344302755644	66.4647879596467	67.3624697377363
LOC101886824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886833_1	24.7916247716529	17.545838426186	19.0839331233253	11.1021602054564	15.7775596486663	13.1898188200494	10.8876077058464	20.0983608297344	10.5219788435323	9.8413411858127	14.5789560338609	6.98736880139522	17.1864461738743	17.7465080840031	13.9184873807458
LOC101886834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886835_1	0	0	0	0	0	0	0.230997139345574	0.14358948586037	0	0	0	0	0	0	0
LOC101886838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886900_1	0.841831541185046	2.49259724262806	0.518921882817694	0	0.742082482597854	0.620370558752762	1.14831911261977	0	1.61567436787624	1.48925998746347	1.691411349383	0	2.03924184235462	3.19484829815013	5.15357090085642
LOC101886901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886920	23.3065665943321	12.881664656238	17.3676667655547	3.80375147948306	17.5316986513743	5.80143405333638	13.5645195178211	11.2424040633858	10.0727198872284	26.7543229779081	18.9391821601811	11.3998468269516	72.9347590179645	100.637721391729	89.2856158573374
LOC101886923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101886930_1	7.51375309344739	14.6993297834007	3.30830602385154	14.7810913057373	5.67723820173299	6.72362976326247	5.49069787289905	6.37104038918641	2.74679506148601	4.27254578740095	6.73958179118227	8.85978895989763	12.5675079134624	7.12889102774898	15.4422224297879
