gene	zcount_KL-1	zcount_KL-2	zcount_KL-3	zcount_Kn-1	zcount_Kn-2	zcount_Kn-3
LOC101886526	0	0	0	0	0	0
LOC101886526_1	1.49214162043816	0	0	0.636458093853188	0	0
LOC101886528	0	0	0	0	0	0
LOC101886528_1	0	0	0	2.51886381211389	0	0
LOC101886530	0	0	0	0	0	0
LOC101886535	0	0	0	0	0	0
LOC101886535_1	0	0	0	0.816195984812828	0	0
LOC101886537	0	0	0	0	0	0
LOC101886537_1	1.69792918310093	10.8890775957822	3.65534427487665	0.724234721806626	0	0
LOC101886539	0	0	0	0	0	0
LOC101886546	0	0	0	0	0	0
LOC101886547	0	0	0	0	0	0
LOC101886548	0	0	0	0	0	0
LOC101886549	0	0	0	0	0	0
LOC101886550	0	0	0	0	0	0
LOC101886550_1	49.9705093115579	0	0	0	0	0
LOC101886554	0	0	0	0	0	0
LOC101886554_1	12.1221853193509	0	0	0.500380353248214	0.763868113413231	0
LOC101886554_2	12.1221853193509	0	0	0.250190176624107	0.763868113413231	0
LOC101886557	0	0	0	0	0	0
LOC101886558	0	0	0	0	0	0
LOC101886560	0	0	0	0	0	0
LOC101886561	0	0	0	0	0	0
LOC101886565	0	0	0	0	0	0
LOC101886572	0	0	0	0	0	0
LOC101886574	0	0	0	0	0	0
LOC101886578	0	0	0.31266221142338	0	2.36420206006388	0
LOC101886581	0	0	0	0	0	0
LOC101886593	0	0	0	0	0	0
LOC101886594	0	0	0	0	0	0
LOC101886597	26.1210835573243	38.6581093884864	0	0	7.85013251500795	0
LOC101886598	0	0	0	0	0	0
LOC101886601	0	0	0	0	0	0
LOC101886604	0	0	0	0	0	0
LOC101886607	0	0	0	0	0	0
LOC101886608	0	0	0	0	0	0
LOC101886609	0	0	0	0	0	0
LOC101886616	0	0	0	0	0	0
LOC101886621	0	0	0	0	0	0
LOC101886621_1	0	1.42866926000928	0	0	1.69232929218468	0
LOC101886624	0	0	0	0	0	0
LOC101886628	0	0	0	0	0	0
LOC101886630	9.76499631088316	3.7574642197105	1.26133965000788	2.49909694363318	8.9018038553033	3.41631327979268
LOC101886634	0	0	0	4.0604635222601	7.74825237990881	0
LOC101886638	0	0	0	0	0	0
LOC101886642	0	0	0	0	0	0
LOC101886644	0	0	0	0	0	0
LOC101886645	0	0	0	0	0	0
LOC101886645_1	0	0	0	0.531519903128468	0	0
LOC101886648	0	0	0	0	0	0
LOC101886653	0	0	0	0	0	0
LOC101886654	0	0	0.53096506267439	0.350667685027654	1.87362176473113	0
LOC101886657	0.815922130982884	0	1.26470700329581	0.104407028884867	1.27508124031884	0
LOC101886660	0	0	0	0	0	0
LOC101886663	0	0	0	0	0	0
LOC101886664	0	0	0	0	0	0
LOC101886665	0	0	0	0	0	0
LOC101886665_1	7.16482220507103	9.18981848330294	1.54246078626111	1.74633331274641	4.33210162439555	1.27889518447837
LOC101886669	0	0	0	0	0	0
LOC101886672	0	0	0	0	0	0
LOC101886679	0	0	0	0	0	0
LOC101886680	0	0	0	0	0	0
LOC101886682	0	0	0	0	0	0
LOC101886684	0	0	0	0	0	0
LOC101886687	0	0	0	0	0	0
LOC101886689	0	0	0	0	0	0
LOC101886689_1	69.1682730379011	15.4739523729537	4.1555492809124	0	45.5622995902227	3.61775003431943
LOC101886691	0	0	0	0	0	0
LOC101886692	0	0	0	0	0	0
LOC101886695	0	0	0	0	0	0
LOC101886697	0.577228410159561	0	2.2368090811273	0.738633026415107	2.25515735272097	0
LOC101886700	0	0	0	0	0	0
LOC101886700_1	1.13313083248443	0.872032804470344	0.341520522728816	0.483325630657992	3.61538072541393	0
LOC101886703	0	0	0	0	0	0
LOC101886704	0	60.9392378905777	10.2283178891548	3.37756738442545	0	0
LOC101886706	0	0	0	0	0	0
LOC101886710	0	0	0	0	0	0
LOC101886711	0	0	0	0	0	0
LOC101886711_1	0	0	7.44492948093984	0	0	0
LOC101886712	0	0	0	0	0	0
LOC101886714	0	0	0	0	0	0
LOC101886719	0	0	0	0	0	0
LOC101886722	0	0	0	0	0	0
LOC101886724	0	0	0	0	0	0
LOC101886731	0	0	0	0	0	0
LOC101886741	0	0	0	0	0	0
LOC101886742	0	0	0	0	0	0
LOC101886743	0	0	0	0	0	0
LOC101886748	0	0	0	0	0	0
LOC101886751	1.06159374884921	4.90187653964427	0.411376587863632	1.22259294719605	5.18438824688597	5.09350985940988
LOC101886754	0	0	0	0	0	0
LOC101886755	0	0	0	0	0	0
LOC101886756	0	0	0	0	0	0
LOC101886756_1	0	0	0	0	0.216065552079742	0
LOC101886760	0	0	0	0	0	0
LOC101886761	0	0	0	0	0	0
LOC101886766	0	0	0	0	0	0
LOC101886774	37.8428351415619	38.2867309218891	21.7016557460907	3.33961718909482	33.4567796584152	0
LOC101886777	0	0	0	0	0	0
LOC101886778	0	0	0	0	0	0
LOC101886779	0	0	0	0	0	0
LOC101886784	0	0	0	0	0	0
LOC101886786	106.039368635051	181.345751403845	400.0408774425	486.76130537285	131.518162135496	649.849273072944
LOC101886790	0	0	0	0	0	0
LOC101886796	0	0	0	0	0	0
LOC101886797	0	0	0	0	0	0
LOC101886800	0	0	0	0	0	0
LOC101886801	0	0	0	0	0	0
LOC101886803	0	0	0	0	0	0
LOC101886807	6.02533624508968	1.44905234932199	6.32360336424186	2.4094190161271	9.56321266500807	0
LOC101886811	0	0	0	0	0	0
LOC101886813	0	0	0	0	0	0
LOC101886820	0	0	0	0	0	0
LOC101886821	0	0	0	0	0	0
LOC101886822	0	0	0	0	0	0
LOC101886822_1	46.3764038898289	35.1207445786818	15.6133201423236	8.83849409008528	39.51411222189	2.21921454951455
LOC101886824	0	0	0	0	0	0
LOC101886825	0	0	0	0	0	0
LOC101886833	0	0	0	0	0	0
LOC101886833_1	0	2.77915264011755	2.4878164020056	0	1.88116774198781	0
LOC101886834	0	0	0	0	0	0
LOC101886835	0	0	0	0	0	0
LOC101886835_1	1.01136449454952	2.59441361120989	0.1088645348628	0	0	0
LOC101886838	0	0	0	0	0	0
LOC101886839	0	0	0	0	0	0
LOC101886840	0	0	0	0	0	0
LOC101886843	0	0	0	0	0	0
LOC101886849	0	0	0	0	0	0
LOC101886853	0	0	0	0	0	0
LOC101886860	0	0	0	0	0	0
LOC101886861	0	0	0	0	0	0
LOC101886864	0	0	0	0	0	0
LOC101886868	0	0	0	0	0	0
LOC101886872	0	0	0	0	0	0
LOC101886875	0	0	0	0	0	0
LOC101886876	0	0	0	0	0	0
LOC101886880	0	0	0	0	0	0
LOC101886882	0	0	0	0	0	0
LOC101886884	0	0	0	0	0	0
LOC101886887	0	0	0	0	0	0
LOC101886888	0	0	0	0	0	0
LOC101886891	0	0	0	0	0	0
LOC101886896	0	0	0	0	0	0
LOC101886897	0	0	0	0	0	0
LOC101886900	0	0	0	0	0	0
LOC101886900_1	2.51381723212346	3.22429830108877	2.16472336278409	0.536121807051658	4.09215060757088	0
LOC101886901	0	0	0	0	0	0
LOC101886905	0	0	0	0	0	0
LOC101886909	0	0	0	0	0	0
LOC101886910	0	0	0	0	0	0
LOC101886911	0	0	0	0	0	0
LOC101886917	0	0	0	0	0	0
LOC101886918	0	0	0	0	0	0
LOC101886920	0	3.96739830016782	0	0	3.22256860346207	0
LOC101886923	0	0	0	0	0	0
LOC101886924	0	0	0	0	0	0
LOC101886926	0	0	0	0	0	0
LOC101886928	0	0	0	0	0	0
LOC101886929	0	0	0	0	0	0
LOC101886930	0	0	0	0	0	0
LOC101886930_1	1.60264520870428	0	2.07012873561552	0.683592294915914	0	0
LOC101886933	11.944609411498	0	1.18683013481754	5.87867740960125	6.28196917636909	0
LOC101886939	0	7.33083570424709	0	0.487575344208397	0.744320307361319	0
LOC101886944	0	0	0	0	0	0
LOC101886945	0	0	0	0	0	0
LOC101886945_1	0	1.73212304081745	0.581454763724564	0	0	0
LOC101886946	36.3373349963022	8.14497711781718	26.8861008912981	8.8030158439764	33.0792947290979	14.8109426273393
LOC101886950	0	0	0	0	0	0
LOC101886954	0	0	0	0	0	0
LOC101886963	0	0	0	0	0	0
LOC101886966	0	0	0	0	0	0
LOC101886967	0	0	0	0	0	0
LOC101886967_1	0	3.00327785303026	0	0	1.52465611346593	0
LOC101886967_2	0	3.00327785303026	0	0	1.52465611346593	0
LOC101886973	0	0	0	0	0	0
LOC101886973_1	6.82020547708662	65.6085195410302	3.14629465270423	2.49350612273019	37.1136088828249	4.38257638385676
LOC101886975	0	0	0	0	0	0
LOC101886978	0	5.68077641352843	0	0	0	0
LOC101886979	0	0	0	0	0	0
LOC101886985	0	17.1879901742655	0	2.2863533063803	0	0
LOC101886997	0	0	0	0	0	0
LOC101886997_1	3.79537111516679	6.49074429238784	4.90246173336397	0.269812935575017	7.82590371094928	1.58074045314611
LOC101886997_2	2.52841123637381	5.67527977452162	5.71538808029697	2.15693708149085	29.6345350820547	6.00245464087977
LOC101887000	0	0	0	0	0	0
LOC101887001	0	0	0	0	0	0
LOC101887002	0	0	0	0	0	0
LOC101887003	0	0	0	0	0	0
LOC101887004	0	0	0	0	0	0
LOC101887009	0	0	0	0	0	0
LOC101887011	0	0	0	0	0	0
LOC101887017	0	0	0	0	0	0
LOC101887019	0	0	0	0	0	0
LOC101887019_1	0.821927502647584	0	0	0	0.401395664691666	0
LOC101887022	0	0	0	0	0	0
LOC101887025	0	0	0	0	0	0
LOC101887027	0	0	0	0	0	0
LOC101887030	0	0	0	0	0	0
LOC101887032	0	0	0	0	0	0
LOC101887033	0	0	0	0	0	0
LOC101887034	0	0	0	0	0	0
LOC101887034_1	18.9630842728036	4.05377126751545	4.89890406882597	1.88731994630449	28.3997627869691	5.05469864495138
LOC101887034_2	29.2645245813076	1.6086671869363	4.32009586870951	0	15.1082553965047	0
LOC101887036	0	0	0	0	0	0
LOC101887041	0	0	0	0	0	0
LOC101887042	0	0	0	0	0	0
LOC101887043	0	0	0	0	0	0
LOC101887043_1	0	0	0	0	2.41864423969861	0
LOC101887044	0	0	0	0	0	0
LOC101887046	0	0	0	0	0	0
LOC101887048	0	0	0	0.215881703827309	0	0
LOC101887064	22.1215916426864	26.6004609839823	4.46474193574219	6.19220687144665	13.5040970049839	24.876338331225
LOC101887065	0	0	0	0	0	0
LOC101887068	0	0	0	0	0	0
LOC101887070	0	0	0	0	0	0
LOC101887079	0	0	0	0	0	0
LOC101887081	0	0	0	0	0	0
LOC101887092	146.353213001919	338.344887881629	354.45695124002	160.091202042279	200.585245756956	87.5980816236736
LOC101887095	0	0	0	0	0	0
LOC101887098	0	0	0	0	0	0
LOC101887100	0	0	0	0	0	0
LOC101887104	0	0	0	0	0	0
LOC101887106	0	0	0	0	0	0
LOC101887108	0	0	0	0	0	0
LOC101887111	0	0	0	0	0	0
LOC101887113	0	0	0	0	0	0
LOC101887114	0	0	0	0	0	0
LOC101887115	0	0	0	0	0	0
LOC101887118	0	0	0	0	0	0
LOC101887121	0	0	0	0	0	0
LOC101887121_1	0	8.4744831453395	0	0	0	0
LOC101887122	0	0	0	0	0	0
LOC101887126	0	2.81948103804986	0	0	1.07351181238358	0
LOC101887131	0	0	0	0	0	0
LOC101887134	0	0	0	0	0	0
LOC101887139	0	0	0	0	0	0
LOC101887144	0	0	0	0	0	0
LOC101887148	0	0	0	0	0	0
LOC101887149	0	0	0	0	0	0
LOC101887150	0	0	0	0	0	0
LOC101887156	0	0	0	0	0	0
LOC101887157	0	0	0	0	0	0
LOC101887159	0	0	0	0	0	0
LOC101887160	0	0	0	0	0	0
LOC101887163	0	0	0	0	0	0
LOC101887172	0	0	0	0	0	0
LOC101887174	0	0	0	0	0	0
LOC101887188	0	0	0	0	0	0
LOC101887189	0	0	0	0	0	0
LOC101887191	0	0	0	0	0	0
LOC103908610	0	0	0	0	0	0
LOC103908612	0	0	0	0	0	0
LOC103908614	0	0	0	0	0	0
LOC103908620	0	0	0	0	0	0
LOC103908633	0	0	0	0	0	0
LOC103908636	0	0	0	0	0	0
LOC103908642	0	0	0	0	0	0
LOC103908645	0	0	0	0	0	0
LOC103908650	0	0	0	0	0	0
LOC103908653	0	0	0	0	0	0
LOC103908666	0	0	0	0	0	0
LOC103908668	0	0	0	0	0	0
LOC103908669	0	0	0	0	0	0
LOC103908672	0	0	0	0	0	0
LOC103908677	2.50761410508552	14.473538919107	0	0.458399028114496	6.64791450337889	2.68560099195828
LOC103908680	0	0	0	0	0	0
LOC103908682	0	0	0	0	0	0
LOC103908683	0	0	0	0	0	0
LOC103908684	0	0	0	0	0	0
LOC103908692	0	0	0	0	0	0
LOC103908705	0	0	0	0	0	0
LOC103908707	0	0	0	0	0	0
LOC103908709	0	0	0	0	0	0
LOC103908709_1	0	0.318932161383745	0.214124077991632	0.848489665513671	0.971462302385369	1.36702687089946
LOC103908713	0	0	0	0	0	0
LOC103908713_1	0	1.25459782293909	0	0	0.318457088270255	0
LOC103908715	0	0	0	0	0	0
LOC103908722	0	0	0	0	0	0
LOC103908723	0	0	0	0	0	0
LOC103908724	142.793060808324	256.582169852851	70.6177567762036	26.8673661099079	167.449147694403	23.0107082388189
LOC103908726	0	0	0	0	0	0
LOC103908727	0	0	0	0	0	0
LOC103908727_1	19.8527104485647	38.19553372059	38.4654689848558	3.17549070330597	53.3238702248083	3.720819835867
LOC103908727_2	114.153085079247	9.54888343014749	44.8763804823317	0	0	3.720819835867
LOC103908728	0	0	0	0	0	0
LOC103908733	0	0	0	0	0	0
LOC103908733_1	67.7473744057271	9.31016134439382	9.3759580650586	0	0	10.8833980199109
LOC103908735	0	0	0	0	0	0
LOC103908736	44.6685985092706	0	28.8491017386418	0	4.84762456589166	0
LOC103908739	0	0	0	0	0	0
LOC103908740	0	0	0	0	0	0
LOC103908740_1	0	0	0	0	0	0
LOC103908741	0	0	0	0	0	0
LOC103908743	0	0	0	0	0	0
LOC103908743_1	3.47719629114082	5.0174522215296	0	0.556186245938322	7.64153992198191	0
LOC103908746	0	0	0	0	0	0
LOC103908747	0	0	0	0	0	0
LOC103908748	0	0	0	0	0	0
LOC103908749	0	0	0	0	0	0
LOC103908749_1	0	0	0	0	0	0
LOC103908752	0	0	0	0	0	0
LOC103908753	0	0	0	0	0	0
LOC103908754	0	0	0	0	0	0
LOC103908754_1	4.17013846047051	0	0.336659176483253	0	2.54565562930576	0
LOC103908759	0	0	0	0	0	0
LOC103908760	0	0	0	0	0	0
LOC103908762	0	0	0	0	0	0
LOC103908763	0	0	0	0	0	0
LOC103908766	0	0	0	0	0	0
LOC103908766_1	0	0	0	0	1.15278876871814	0
LOC103908767	0	0	0	0	0	0
LOC103908771	0	0	0	0	0	0
LOC103908771_1	0	0	0	0	0	0
LOC103908772	0	0	0	0	0	0
LOC103908775	0	0	0	0	0	0
LOC103908775_1	0	0	0	0	0	0
LOC103908781	0	0	0	0	0	0
LOC103908784	0	0	0	0	0	0
LOC103908786	0	0	0	0	0	0
LOC103908795	0	0	0	0	0	0
LOC103908797	0	0	0	0	0	0
LOC103908800	113.725986709063	102.770920478175	10.0158602475403	6.61482039679761	87.5161657533676	11.6261818610325
LOC103908802	0	0	0	0	0	0
LOC103908810	0.213058807785918	1.22974062886875	0.619215722513501	0.272634314648174	0.728344252332649	0.079863496752236
LOC103908819	0	0	0	0	0	0
LOC103908819_1	27.8614743227016	0	0	0	8.59351627589886	0
LOC103908820	0	0	0	0	0	0
LOC103908824	0	0	0	0	0	0
LOC103908826	0	0	0	0	0	0
LOC103908827	0	0	0	0	0	0
LOC103908832	0	0	0	0	0	0
LOC103908836	0	0	0	0	0	0
LOC103908837	0	0	0	0	0	0
LOC103908840	0	0	0	0	0	0
LOC103908842	0	0	0	0	0	0
LOC103908843	0	0	0	0	0	0
LOC103908846	0	0	0	0	0	0
LOC103908848	0	0	0	0	0	0
LOC103908849	0	0	0	0	0	0
LOC103908853	0	0	0	0	0	0
LOC103908855	0	0	0	0	0	0
LOC103908856	0	0	0	0	0	0
LOC103908857	0	0	0	0	0	0
LOC103908858	0	0	0	0	0	0
LOC103908864	0	0	0	0	0	0
LOC103908867	0	0	0	0	0	0
LOC103908871	0	0	0	0	0	0
LOC103908875	0	0	0	0	0	0
LOC103908877	0	0	0	0	0	0
LOC103908881	0	0	0	0	0	0
LOC103908882	0	0	0	0	0	0
LOC103908883	0	0	0	0	0	0
LOC103908888	0	0	0	0	0	0
LOC103908890	0	0	0	0	0	0
LOC103908890_1	14.8986284581929	19.1094331809182	5.49842378891647	2.83699154159132	21.6544011228362	6.64837997551066
LOC103908895	0	0	0	0	0	0
LOC103908895_1	0	0	0	0	0	0
LOC103908896	0	0	0	0	0	0
LOC103908899	0	0	0	0	0	0
LOC103908899_1	0	0	0	1.4569898521051	0	0
LOC103908901	0	0	0	0	0	0
LOC103908902	0	0	0	0	0	0
LOC103908903	0	0	0	0	0	0
LOC103908906	0	0	0	0	0	0
LOC103908908	0	0	0	0	0	0
LOC103908908_1	0	0	0	0	0	0
LOC103908923	0	0	0	0	0	0
LOC103908925	0	0	0	0	0	0
LOC103908927	0	0	0	0	0	0
LOC103908928	0	0	0	0	0	0
LOC103908930	0	0	0	0	0	0
LOC103908931	0	0	0	0	0	0
LOC103908932	0	0	0	0	0	0
LOC103908933	0	0	0	0	0	0
LOC103908936	0	0	0	0	0	0
LOC103908938	0	0	0	0	0	0
LOC103908940	0	0	0	0	0	0
LOC103908949	0	0	0	0	0	0
LOC103908953	0	0	0	0	0	0
LOC103908954	0	0	0	0	0	0
LOC103908955	0	0	0	0	0	0
LOC103908956	0	0	0	0	0	0
LOC103908959	0	0	0	0	0	0
LOC103908961	0	0	0	0	0	0
LOC103908963	0	0	0	0	0	0
LOC103908968	0	0	0	0	0	0
LOC103908970	0	0	0	0	0	0
LOC103908977	0	0	0	0	0	0
LOC103908978	0	0	0	0	0	0
LOC103908980	0	0	0	0	0	0
LOC103908981	0	0	0	0	0	0
LOC103908983	0	0	0	0	0	0
LOC103908984	0	0	0	0	0	0
LOC103908985	0	0	0	0	0	0
LOC103908986	0	0	0	0	0	0
LOC103908992	0	0	0	0	0	0
LOC103908993	0	0	0	0	0	0
LOC103908994	0	0	0	0	0	0
LOC103908995	0	0	0	0	0	0
LOC103908998	0	0	0	0	0	0
LOC103909000	0	0	0	0	0	0
LOC103909001	0	0	0	0	0	0
LOC103909006	0	0	0	0	0	0
LOC103909007	0	0	0	0	0	0
LOC103909007_1	0	0	2.75560854226557	0.545969746196618	0	0
LOC103909012	0	0	0	0	0	0
LOC103909016	0	0	0	0	0	0
LOC103909017	0	0	0	0	0	0
LOC103909020	0	0	0	0	0	0
LOC103909020_1	0	0	0	0	0	0
LOC103909037	0	0	0	0	0	0
LOC103909037_1	1.50959734996669	8.71314926511725	3.89987857125488	0.321951830404505	6.88077039768677	0
LOC103909038	0	0	0	0	0	0
LOC103909038_1	5.72110128690166	10.0898300284071	8.62157063453664	0.915104463760588	4.65658517413238	0
LOC103909040	0	0	0	0	0	0
LOC103909042	0	0	0	0	0	0
LOC103909045	0	0	0	0	0	0
LOC103909048	0	0	0	0	0	0
LOC103909050	0	0	0	0	0	0
LOC103909051	0	0	0	0	0	0
LOC103909052	0	0	0	0	0	0
LOC103909053	0	0	0	0	0	0
LOC103909054	0	0	0	0	0	0
LOC103909056	0	0	0	0	0	0
LOC103909058	0	0	0	0	0	0
LOC103909067	0	0	0	0	0	0
LOC103909069	0	0	0	0	0	0
LOC103909072	0	0	0	0	0	0
LOC103909073	0	0	0	0	0	0
LOC103909076	0	0	0	0	0	0
LOC103909084	0	0	0	0	0	0
LOC103909086	0	0	0	0	0	0
LOC103909099	0	0	0	0	0	0
LOC103909105	0	0	0	0	0	0
LOC103909107	0	0	0	0	0	0
LOC103909111	0	0	0	0	0	0
LOC103909111_1	0	1.31129033019631	0.660278736975958	0.218035453219952	0	0
LOC103909112	0	0	0	0	0	0
LOC103909112_1	0	0	0	0	0	0
LOC103909114	0	0	0	0	0	0
LOC103909115	0	0	0	0	0	0
LOC103909118	0	0	0	0	0	0
LOC103909128	0	0	0	0	0	0
LOC103909133	0	6.36955166093077	0	0	1.29343688531203	0
LOC103909136	0	0	0	0	0	0
LOC103909136_1	8.40567113081571	6.06452005545555	0	0.896338750993483	4.7891489981487	8.66470771187121
LOC103909137	0	0	0	0	0	0
LOC103909138	0	0	0	0	0	0
LOC103909142	0	0	0	0	0	0
LOC103909142_1	0	0	0	0	0	0
LOC103909143	0	0	0	0	0	0
LOC103909155	0	0	0	0	0	0
LOC103909158	0	0	0	0	0	0
LOC103909160	0	0	0	0	0	0
LOC103909161	0	0	0	0	0	0
LOC103909162	0	0	0	0	0	0
LOC103909163	0	0	0	0	0	0
LOC103909163_1	0	0	0	0	2.73996171115616	0
LOC103909166	0	0	0	0	0	0
LOC103909167	0	0	0	0	0	0
LOC103909167_1	43.8948117634407	1.7594005690193	12.9934536964592	1.75527123915023	56.2706152365157	2.74227351682796
LOC103909170	0	0	0	0	0	0
LOC103909171	0	0	0	0	0	0
LOC103909173	0	0	0	0	0	0
LOC103909173_1	0	0	0	0	0	0
LOC103909181	0	0	0	0	0	0
LOC103909182	0	0	0	0	0	0
LOC103909188	0	0	0	0	0	0
LOC103909189	0	0	0	0	0	0
LOC103909190	0	0	0	0	0	0
LOC103909193	0	0	0	0	0	0
LOC103909194	0	0	0	0	0	0
LOC103909195	0	0	0	0	0	0
LOC103909196	0	0	0	0	0	0
LOC103909200	0	0	0	0	0	0
LOC103909203	0	0	0	0	0	0
LOC103909204	0	0	0	0	0	0
LOC103909205	0	0	0	0	0	0
LOC103909207	0	0	0	0	0	0
LOC103909209	0	0	0	0	0	0
LOC103909212	0	0	0	0	0	0
LOC103909215	0	0	0	0	0	0
LOC103909219	0	0	0	0	0	0
LOC103909220	0	0	0	0	0	0
LOC103909227	0	0	0	0	0	0
LOC103909231	0	0	0	0	0	0
LOC103909232	0	0	0	0	0	0
LOC103909234	0	0	0	0	0	0
LOC103909239	0	0	0	0	0	0
LOC103909249	0	0	0	0	0	0
LOC103909257	0	0	0	0	0	0
LOC103909261	0	0	0	0	0	0
LOC103909264	0	0	0	0	0	0
LOC103909265	0	0	0	0	0	0
LOC103909267	0	0	0	0	0	0
LOC103909268	0	0	0	0	0	0
LOC103909269	0	0	0	0	0	0
LOC103909273	0	0	0	0	0	0
LOC103909274	0	0	0	0	0	0
LOC103909275	0	0	0	0	0	0
LOC103909278	0	0	0	0	0	0
LOC103909283	0	0	0	0	0	0
LOC103909284	0	0	0	0	0	0
LOC103909286	0	0	0	0	0	0
LOC103909293	0	0	0	0	0	0
LOC103909294	0	0	0	0	0	0
LOC103909301	0	0	0	0	0	0
LOC103909304	0	0	0	0	0	0
LOC103909305	0	0	0	0	0	0
LOC103909306	0	0	0	0	0	0
LOC103909307	0	0	0	0	0	0
LOC103909309	0	0	0	0	0	0
LOC103909310	0	0	0	0	0	0
LOC103909315	0	0	0	0	0	0
LOC103909321	0	0	0	0	0	0
LOC103909323	0	0	0	0	0	0
LOC103909328	0	0	0	0	0	0
LOC103909331	0	0	0	0	0	0
LOC103909333	0	0	0	0	0	0
LOC103909339	0	0	0	0	0	0
LOC103909344	0	0	0	0	0	0
LOC103909357	0	0	0	0	0	0
LOC103909365	0	0	0	0	0	0
LOC103909373	0	0	0	0	0	0
LOC103909376	0	0	0	0	0	0
LOC103909379	0	0	0	0	0	0
LOC103909380	0	0	0	0	0	0
LOC103909381	0	0	0	0	0	0
LOC103909382	0	0	0	0	0	0
LOC103909383	0	0	0	0	0	0
LOC103909384	0	0	0	0	0	0
LOC103909385	0	0	0	0	0	0
LOC103909387	0	0	0	0	0	0
LOC103909388	0	0	0	0	0	0
LOC103909389	0	0	0	0	0	0
LOC103909390	0	0	0	0	0	0
LOC103909394	0	0	0	0	0	0
LOC103909395	0	0	0	0	0	0
LOC103909401	0	0	0	0	0	0
LOC103909406	0	0	0	0	0	0
LOC103909407	0	0	0	0	0	0
LOC103909412	0	0	0	0	0	0
LOC103909414	0	0	0	0	0	0
LOC103909416	0	0	0	0	0	0
LOC103909417	0	0	0	0	0	0
LOC103909417_1	0	4.15323182649538	0	4.14348415189739	5.27111593131343	0
LOC103909418	0	0	0	0	0	0
LOC103909418_1	3.16237865552358	7.60530538684313	7.40375177363375	1.77040632131218	18.1464176227626	0
LOC103909419	0	0	0	0	0	0
LOC103909420	0	0	0	0	0	0
LOC103909421	0	0	0	0	0	0
LOC103909422	0	0	0	0	0	0
LOC103909426	0	0	0	0	0	0
LOC103909427	0	0	0	0	0	0
LOC103909430	0	0	0	0	0	0
LOC103909432	0	0	0	0	0	0
LOC103909433	0	0	0	0	0	0
LOC103909437	0	0	0	0	0	0
LOC103909439	0	0	0	0	0	0
LOC103909440	0	0	0	0	0	0
LOC103909442	0	0	0	0	0	0
LOC103909443	0	0	0	0	0	0
LOC103909449	0	0	0	0	0	0
LOC103909450	0	0	0	0	0	0
LOC103909452	0	0	0	0	0	0
LOC103909452_1	26.3950809372963	41.9509246348179	40.7650350654722	16.1535831429043	106.48487559266	3.44139067823271
LOC103909454	0	0	0	0	0	0
LOC103909460	0	0	0	0	0	0
LOC103909461	0	0	0	0	0	0
LOC103909463	0	0	0	0	0	0
LOC103909465	0	0	0	0	0	0
LOC103909466	0	0	0	0	0	0
LOC103909470	0	0	0	0	0	0
LOC103909472	0	0	0	0	0	0
LOC103909475	0	0	0	0	0	0
LOC103909477	0	0	0	0	0	0
LOC103909479	0	0	0	0	0	0
LOC103909480	0	0	0	0	0	0
LOC103909481	0	0	0	0	0	0
LOC103909482	0	0	0	0	0	0
LOC103909484	0	0	0	0	0	0
LOC103909490	0	0	0	0	0	0
LOC103909492	0	0	0	0	0	0
LOC103909498	0	0	0	0	0	0
LOC103909505	0	0	0	0	0	0
LOC103909508	0	0	0	0	0	0
LOC103909509	0	0	0	0	0	0
LOC103909511	0	0	0	0	0	0
LOC103909512	0	0	0	0	0	0
LOC103909513	0	0	0	0	0	0
LOC103909515	0	0	0	0	0	0
LOC103909516	0	0	0	0	0	0
LOC103909517	0	0	0	0	0	0
LOC103909522	0	0	0	0	0	0
LOC103909524	0	0	0	0	0	0
LOC103909525	0	0	0	0	0	0
LOC103909527	0	0	0	0	0	0
LOC103909531	0	0	0	0	0	0
LOC103909533	0	0	0	0	0	0
LOC103909535	0	0	0	0	0	0
LOC103909536	0	0	0	0	0	0
LOC103909541	0	0	0	0	0	0
LOC103909543	0	0	0	0	0	0
LOC103909544	0	0	0	0	0	0
LOC103909545	0	0	0	0	0	0
LOC103909548	0	0	0	0	0	0
LOC103909549	0	0	0	0	0	0
LOC103909551	0	0	0	0	0	0
LOC103909553	0	0	0	0	0	0
LOC103909556	0	0	0	0	0	0
LOC103909557	0	0	0	0	0	0
LOC103909559	0	0	0	0	0	0
LOC103909561	0.890358449280157	1.71300116732177	0.690042911871838	0.911456393221217	1.91318393630867	0
LOC103909565	0	0	0	0	0	0
LOC103909566	0	0	0	0	0	0
LOC103909567	0	0	0	0	0	0
LOC103909568	0	0	0	0	0	0
LOC103909570	0	0	0	0	0	0
LOC103909573	0	0	0	0	0	0
LOC103909575	0	0	0	0	0	0
LOC103909577	0	0	0	0	0	0
LOC103909578	0	0	0	0	0	0
LOC103909581	0.763064100683993	8.80856263858546	1.97129210303466	0	4.47179033542174	0
LOC103909584	0	0	0	0	0	0
LOC103909584_1	8.65627499061643	2.77570027658946	0	1.84612378776049	0	6.4894795646674
LOC103909585	0	0	0	0	0	0
LOC103909586	0	0	0	0	0	0
LOC103909593	0	0	0	0	0	0
LOC103909596	0	0	0	0	0	0
LOC103909601	0	0	0	0	0	0
LOC103909601_1	53.6741230580251	16.4627099458805	3.76796707236113	18.9125675377071	39.8881900817006	26.2426208115736
LOC103909602	0	0	0	0	0	0
LOC103909614	0	0	0	0	0	0
LOC103909615	0	0	0	0	0	0
