gene	zcount_FAC_hypoxia-1	zcount_FAC_hypoxia-2	zcount_FAC_hypoxia-3	zcount_WT_hypoxia-1	zcount_WT_hypoxia-2	zcount_WT_hypoxia-3	zcount_WT_normoxia-1	zcount_WT_normoxia-2	zcount_WT_normoxia-3
dap_2	0	230.46613712844	43.5598888194054	252.643968256098	29.8035232429773	174.517278232994	210.693120596211	61.6980152139026	100.890249854778
dap1b	0	0	0	0	0	0	0	0	0
dap3	0	0	0	0	0	0	0	0	0
dapk1	0	0	0	0	0	0	0	0	0
dapk1_1	0	0.632811035712092	0.635621507748826	2.51653155961209	0.845619459231241	0.76669977439144	0.486897951961494	3.81941729765962	3.92581428881157
dapk2a	0	0	0	0	0	0	0	0	0
dapk2a_1	0	24.3536827871991	33.375905226037	19.6980037715832	18.53330336915	25.1304340970467	24.1373800767075	23.5900222122114	30.248940100258
dapk2b	0	0	0	0	0	0	0	0	0
dapk3	0	0	0	0	0	0	0	0	0
dapp1	0	0	0	0	0	0	0	0	0
dars	0	0	0	0	0	0	0	0	0
dars2	0	0	0	0	0	0	0	0	0
daw1	0	0	0	0	0	0	0	0	0
daxx	0	0	0	0	0	0	0	0	0
dazap1	0	0	0	0	0	0	0	0	0
dazap1_1	0	16.9841671711202	15.8156690757903	16.309808242609	11.4897403935176	14.4686525221251	16.8794624359848	23.0247647474958	19.9618935914882
dazap2	0	0	0	0	0	0	0	0	0
dazl	0	0	0	0	0	0	0	0	0
dbf4	0	0	0	0	0	0	0	0	0
dbf4b	0	0	0	0	0	0	0	0	0
dbh	0	0	0	0	0	0	0	0	0
dbh_1	0	0	0	0	0	0	0	0	0
dbi	0	0	0	0	0	0	0	0	0
dbn1	0	0	0	0	0	0	0	0	0
dbnla	0	0	0	0	0	0	0	0	0
dbnlb	0	0	0	0	0	0	0	0	0
dbpa	0	0	0	0	0	0	0	0	0
dbpb	0	0	0	0	0	0	0	0	0
dbpb_1	0	2.76304925486055	3.39205856913017	5.99343126423899	1.72304385712519	7.25323953233328	3.07081301907028	13.549867949869	4.99955248834727
dbr1	0	0	0	0	0	0	0	0	0
dbr1_1	0	64.6260707108819	52.2822188145877	66.8112487926234	50.1564098642675	69.1388527837135	72.3824205378765	100.156893963016	102.391481853541
dbt	0	0	0	0	0	0	0	0	0
dbt_1	0	54.7331413735572	34.9279149902376	51.5822170146176	35.0068847024801	49.5933970182693	56.3903798264625	67.5874981674664	67.4750441633686
dbx1a	0	0	0	0	0	0	0	0	0
dbx1b	0	0	0	0	0	0	0	0	0
dbx1b_1	0	0	0	0	0	0	0	0	0
dbx2	0	0	0	0	0	0	0	0	0
dcaf11	0	0	0	0	0	0	0	0	0
dcaf11_1	0	23.4165021579413	17.8960331405833	26.1329349409856	14.6932837741733	42.7105594394087	22.8478263089977	24.1956793205618	21.3168815034472
dcaf12	0	0	0	0	0	0	0	0	0
dcaf13	0	0	0	0	0	0	0	0	0
dcaf15	0	0	0	0	0	0	0	0	0
dcaf17	0	0	0	0	0	0	0	0	0
dcaf5	0	0	0	0	0	0	0	0	0
dcaf6	0	0	0	0	0	0	0	0	0
dcaf7	0	0	0	0	0	0	0	0	0
dcaf8	0	0	0	0	0	0	0	0	0
dcaf8_1	0	61.2121013177512	68.0074566011702	79.0677145477725	54.6109935441788	75.9091051612702	62.9012558757164	97.1102938451804	99.532183732696
dcakd	0	0	0	0	0	0	0	0	0
dcbld1	0	0	0	0	0	0	0	0	0
dcbld2	0	0	0	0	0	0	0	0	0
dcbld2_1	0	7.28465553799085	11.9627282065396	25.7086480378876	8.52920342914164	17.7569237694886	5.33806213865808	49.332617584518	35.239256885928
dcc	0	0	0	0	0	0	0	0	0
dcdc2b	0	0	0	0	0	0	0	0	0
dcdc2c	0	0	0	0	0	0	0	0	0
dchs1a	0	0	0	0	0	0	0	0	0
dchs1b	0	0	0	0	0	0	0	0	0
dchs1b_1	0	1.53815716937248	2.6818668474781	1.88856962913926	1.27979293505525	2.58442227009351	2.29999013177104	6.10888749661165	4.55738367301349
dchs2	0	0	0	0	0	0	0	0	0
dchs2_1	0	0.153475378916094	0.246651202317788	0.199745436894082	0.246105253417326	0.139460516349717	0.141704572367336	0.486318828300961	0.24993307306744
dck	0	0	0	0	0	0	0	0	0
dclk1a	0	0	0	0	0	0	0	0	0
dclk1b	0	0	0	0	0	0	0	0	0
dclk2a	0	0	0	0	0	0	0	0	0
dclk2b	0	0	0	0	0	0	0	0	0
dclk3	0	0	0	0	0	0	0	0	0
dclre1a	0	0	0	0	0	0	0	0	0
dclre1a_1	0	2.37886837319946	3.345206931435	8.77215377026509	3.4331682851717	3.89094840615711	2.1964208716937	13.4606104261873	12.1753111308568
dclre1b	0	0	0	0	0	0	0	0	0
dclre1c	0	0	0	0	0	0	0	0	0
dclre1c_1	0	8.16392016841542	8.48790372932448	9.47568543744619	7.80881224373172	6.63753194497321	4.95907082465564	10.8598301963159	9.49632847756937
dclre1c_2	0	5.59747728213833	9.08223681884603	9.33976372010576	7.13463231411052	4.30382126481045	5.52155802467445	6.98426206313439	7.17882170692863
dcn	0	0	0	0	0	0	0	0	0
dcp1a	0	0	0	0	0	0	0	0	0
dcp1b	0	0	0	0	0	0	0	0	0
dcp2	0	0	0	0	0	0	0	0	0
dcps	0	0	0	0	0	0	0	0	0
dcst1	0	0	0	0	0	0	0	0	0
dcst2	0	0	0	0	0	0	0	0	0
dcstamp	0	0	0	0	0	0	0	0	0
dct	0	0	0	0	0	0	0	0	0
dctd	0	0	0	0	0	0	0	0	0
dctn1a	0	0	0	0	0	0	0	0	0
dctn1b	0	0	0	0	0	0	0	0	0
dctn2	0	0	0	0	0	0	0	0	0
dctn3	0	0	0	0	0	0	0	0	0
dctn4	0	0	0	0	0	0	0	0	0
dctn5	0	0	0	0	0	0	0	0	0
dctpp1	0	0	0	0	0	0	0	0	0
dctpp1_1	0	130.315094828811	49.8393442530271	111.878898239326	108.880397270781	127.195434444188	169.389176581067	169.049755104658	160.089103706532
dctpp1_2	0	118.174340315499	41.7261317020642	99.9039894555135	106.127332428813	109.962120432883	151.079753951542	151.255719830828	124.555464159933
dcun1d1	0	0	0	0	0	0	0	0	0
dcun1d2a	0	0	0	0	0	0	0	0	0
dcun1d2a_1	0	18.9123704497817	20.4904611406062	23.2773876799675	17.889468300689	14.2889472759115	17.8215864189369	22.3647087283416	24.4707980655961
dcun1d2b	0	0	0	0	0	0	0	0	0
dcun1d3	0	0	0	0	0	0	0	0	0
dcun1d4	0	0	0	0	0	0	0	0	0
dcun1d5	0	0	0	0	0	0	0	0	0
dcxr	0	0	0	0	0	0	0	0	0
dda1	0	0	0	0	0	0	0	0	0
dda1_1	0	160.809466632884	172.069880143149	181.4011862643	143.701857684241	139.262199020799	182.264563501125	207.625668893377	233.550523384222
ddah1	0	0	0	0	0	0	0	0	0
ddah2	0	0	0	0	0	0	0	0	0
ddb1	0	0	0	0	0	0	0	0	0
ddb2	0	0	0	0	0	0	0	0	0
ddb2_1	0	2.86254964353974	0.383368392300584	1.03487686649371	0.765039654805882	0.693640294504832	2.34933881603877	1.2957981538251	1.33189502776232
ddc	0	0	0	0	0	0	0	0	0
ddhd1a	0	0	0	0	0	0	0	0	0
ddhd1b	0	0	0	0	0	0	0	0	0
ddhd1b_1	0	11.3221623887622	25.4207637547342	25.7150493763159	10.2525963947999	15.6139476386289	9.73639002030761	27.2843346123633	26.6499181695727
ddhd1b_2	0	10.9479579519462	22.6636843467697	25.3404442018373	9.74120841086357	16.2568583364228	9.3481261441	26.4412300929912	25.9353861559131
ddhd2	0	0	0	0	0	0	0	0	0
ddi2	0	0	0	0	0	0	0	0	0
ddias	0	0	0	0	0	0	0	0	0
ddias_1	0	5.70703191260348	3.002674331017	5.60017390712456	3.15944778941332	3.08683612322786	4.39110886696004	4.76702075590293	6.95457614101798
ddit3	0	0	0	0	0	0	0	0	0
ddit4	0	0	0	0	0	0	0	0	0
ddost	0	0	0	0	0	0	0	0	0
ddr1	0	0	0	0	0	0	0	0	0
ddr2a	0	0	0	0	0	0	0	0	0
ddr2b	0	0	0	0	0	0	0	0	0
ddr2l	0	0	0	0	0	0	0	0	0
ddr2l_1	0	16.484537841216	14.2607209221688	32.1401550976807	13.064083798291	20.0877461775134	14.6630586547371	41.6238565105838	36.7981288306523
ddr2l_2	0	16.3703829119659	16.9324654910526	37.8346298364681	11.6409386116983	23.1101422165982	17.6939771721392	40.4706294214583	42.2780907999245
ddrgk1	0	0	0	0	0	0	0	0	0
ddt	0	0	0	0	0	0	0	0	0
ddt_1	0	546.613010737487	244.988860414086	481.516707347675	343.689814701238	419.237244968864	550.415675089972	616.6232214725	577.138816297688
ddx1	0	0	0	0	0	0	0	0	0
ddx10	0	0	0	0	0	0	0	0	0
ddx11	0	0	0	0	0	0	0	0	0
ddx18	0	0	0	0	0	0	0	0	0
ddx19	0	0	0	0	0	0	0	0	0
ddx20	0	0	0	0	0	0	0	0	0
ddx21	0	0	0	0	0	0	0	0	0
ddx23	0	0	0	0	0	0	0	0	0
ddx23_1	0	165.610080332915	140.967087441776	213.839305161166	126.235708857875	179.962941478883	170.209719505019	336.877774467826	277.343391243052
ddx23_2	0	213.823046361119	169.170267924732	251.760637693327	179.070346922622	207.07315671135	254.893147996196	308.772667859976	299.997746224521
ddx24	0	0	0	0	0	0	0	0	0
ddx26b	0	0	0	0	0	0	0	0	0
ddx26b_1	0	2.94317208603184	4.48911042281721	10.285562577838	3.23374514849435	3.76398637658912	3.52261423346319	11.7192504444704	13.3136817055197
ddx27	0	0	0	0	0	0	0	0	0
ddx28	0	0	0	0	0	0	0	0	0
ddx28_1	0	31.1991280440002	36.8035675399463	35.6081565737576	29.2322498116744	34.613527334394	26.2383041678053	49.4715355366586	40.9329192444735
ddx31	0	0	0	0	0	0	0	0	0
ddx31_1	0	6.78071142597011	9.63993870766733	11.879772145501	9.11676116806683	11.7542830645118	14.5279515803669	15.5833266772849	13.3478577509695
ddx31_2	0	17.1711478506032	23.4981481205786	27.4974642813418	18.5721118743291	27.0175099320806	24.9162845890963	32.0828177898383	23.7270259253175
ddx39aa	0	0	0	0	0	0	0	0	0
ddx39ab	0	0	0	0	0	0	0	0	0
ddx39ab_1	0	553.900411015018	353.037917967137	508.959469883294	496.440843457344	549.111561597814	518.781051740524	627.320282466541	556.250474380104
ddx39b	0	0	0	0	0	0	0	0	0
ddx3a	0	0	0	0	0	0	0	0	0
ddx3b	0	0	0	0	0	0	0	0	0
ddx4	0	0	0	0	0	0	0	0	0
ddx41	0	0	0	0	0	0	0	0	0
ddx42	0	0	0	0	0	0	0	0	0
ddx43	0	0	0	0	0	0	0	0	0
ddx46	0	0	0	0	0	0	0	0	0
ddx47	0	0	0	0	0	0	0	0	0
ddx49	0	0	0	0	0	0	0	0	0
ddx5	0	0	0	0	0	0	0	0	0
ddx51	0	0	0	0	0	0	0	0	0
ddx52	0	0	0	0	0	0	0	0	0
ddx54	0	0	0	0	0	0	0	0	0
ddx55	0	0	0	0	0	0	0	0	0
ddx56	0	0	0	0	0	0	0	0	0
ddx58	0	8.17709532200076	8.2134118469146	12.4714945817436	6.14642393289888	8.82358824185579	25.5597344762378	23.4238586894163	17.834351076491
ddx59	0	0	0	0	0	0	0	0	0
ddx59_1	0	9.61972465243966	13.7504071320057	11.837724156525	8.7511168677285	12.7757217508288	11.956456474483	13.3987292096201	15.7086598937614
ddx6	0	0	0	0	0	0	0	0	0
ddx61	0	0	0	0	0	0	0	0	0
deaf1	0	0	0	0	0	0	0	0	0
decr1	0	0	0	0	0	0	0	0	0
decr2	0	0	0	0	0	0	0	0	0
decr2_1	0	28.194246370475	7.0798660170635	21.9368115845901	12.776979003573	7.79728213618198	20.9858504283001	19.0747867320562	17.4672977061741
dedd	0	0	0	0	0	0	0	0	0
dedd1	0	0	0	0	0	0	0	0	0
def6a	0	0	0	0	0	0	0	0	0
def6b	0	0	0	0	0	0	0	0	0
def6c	0	0	0	0	0	0	0	0	0
def8	0	0	0	0	0	0	0	0	0
defbl1	0	0	0	0	0	0	0	0	0
defbl2	0	0	0	0	0	0	0	0	0
defbl2_1	0	0.797361436202041	0	0	0	0	0	0	0
defbl3	0	0	0	0	0	0	0	0	0
degs1	0	0	0	0	0	0	0	0	0
degs2	0	0	0	0	0	0	0	0	0
dek	0	0	0	0	0	0	0	0	0
dennd1a	0	0	0	0	0	0	0	0	0
dennd1b	0	0	0	0	0	0	0	0	0
dennd1b_1	0	0	0	0.157168930923109	0	0	0.111499699278239	0	0.337129508499647
dennd2c	0	0	0	0	0	0	0	0	0
dennd2da	0	0	0	0	0	0	0	0	0
dennd2db	0	0	0	0	0	0	0	0	0
dennd3a	0	0	0	0	0	0	0	0	0
dennd3b	0	0	0	0	0	0	0	0	0
dennd4a	0	0	0	0	0	0	0	0	0
dennd4a_1	0	5.48394253435672	6.47225026085972	18.2148625785147	5.00145625871204	13.3922615567145	6.11821593659449	44.6061860332082	31.655588672274
dennd4c	0	0	0	0	0	0	0	0	0
dennd5a	0	0	0	0	0	0	0	0	0
dennd5b	0	0	0	0	0	0	0	0	0
dennd6aa	0	0	0	0	0	0	0	0	0
dennd6b	0	0	0	0	0	0	0	0	0
denr	0	0	0	0	0	0	0	0	0
depdc1a	0	0	0	0	0	0	0	0	0
depdc1a_1	0	16.3917130052683	14.818061431156	20.6985926088	13.9873276656538	11.277549077805	17.5668875292158	27.030296635026	24.3784627234798
depdc1b	0	10.5330786745896	6.86261105556253	9.57132810986045	6.61917367451469	9.82991483472859	14.0183688031404	29.3169870188075	23.8420217366379
depdc5	0	0	0	0	0	0	0	0	0
depdc7	0	0	0	0	0	0	0	0	0
deptor	0	0	0	0	0	0	0	0	0
dera	0	0	0	0	0	0	0	0	0
derl1	0	0	0	0	0	0	0	0	0
derl2	0	0	0	0	0	0	0	0	0
derl3	0	0	0	0	0	0	0	0	0
derl3_1	0	28.0145131399645	107.79985445813	25.248387605326	28.3139160675265	23.6636220745592	30.2072865129956	24.5590610387527	28.2264866923111
desi1a	0	0	0	0	0	0	0	0	0
desi1b	0	0	0	0	0	0	0	0	0
desi1b_1	0	55.2962522943766	122.293952536534	108.11567428576	45.1486067860479	48.6333531597271	55.6221750939222	132.905983569458	100.612180788273
desi1b_2	0	46.6034307653146	120.078873347208	95.595228664612	34.1162683710788	49.2522861320554	43.2630311109786	110.92651512037	93.6880425227075
desi2	0	0	0	0	0	0	0	0	0
desma	0	0	0	0	0	0	0	0	0
desmb	0	0	0	0	0	0	0	0	0
desmb_1	0	0	0	0.204259458066829	0.151000172435715	0	0.289813871169353	0	0
det1	0	0	0	0	0	0	0	0	0
dexi	0	0	0	0	0	0	0	0	0
dffa	0	0	0	0	0	0	0	0	0
dffb	0	0	0	0	0	0	0	0	0
dfna5a	0	0	0	0	0	0	0	0	0
dfna5b	0	0	0	0	0	0	0	0	0
dfnb31a	0	0	0	0	0	0	0	0	0
dfnb31a_1	0	0	0	0	0	0	0	0	0
dfnb31b	0	0	0	0	0	0	0	0	0
dfnb31b_1	0	0	0.265058713522429	0.477005297247486	0.070525872161625	0	0.0676799757876337	0.0995452701589338	0.306954867864017
dfnb31b_2	0	0	0.348078444719595	0	0.138923196873704	0	0.133317296370409	0	0.201548501434523
dfnb59	0	0	0	0	0	0	0	0	0
dgat1a	0	0	0	0	0	0	0	0	0
dgat1b	0	0	0	0	0	0	0	0	0
dgat2	0	0	0	0	0	0	0	0	0
dgcr14	0	0	0	0	0	0	0	0	0
dgcr14_1	0	32.955495770491	40.7935777265698	38.4120492815783	22.6951640669627	29.8218514866508	27.0400713745074	48.9015052917005	51.8543728454533
dgcr2	0	0	0	0	0	0	0	0	0
dgcr2_1	0	1.64731927320897	1.14112788275487	1.84823820318716	1.8217632940958	1.39365764151933	1.83566308999731	1.28568363437462	1.71794837436471
dgcr6	0	0	0	0	0	0	0	0	0
dgcr8	0	0	0	0	0	0	0	0	0
dgcr8_1	0	70.5626707600571	57.5545968321844	89.8810701335003	70.2051227153763	83.7610125680268	87.4992526284084	123.305949010918	97.6765518604973
dgkaa	0	0	0	0	0	0	0	0	0
dgkaa_1	0	4.25900656152309	5.42565701166056	6.9851067629259	2.99832791129591	2.07663269713411	2.79741178572168	5.52518276938844	6.88741555746513
dgkb	0	0	0	0	0	0	0	0	0
dgke	0	0	0	0	0	0	0	0	0
dgke_1	0	13.0061645947575	16.3299102797063	21.5999255355838	9.61332130248405	13.6651230290576	13.4471926406231	15.1788037428893	13.0013646884075
dgke_2	0	13.2093859165506	19.5958923356476	25.3468513937974	11.8944483912091	14.5884421526426	17.1998975635877	17.9385862415965	16.0744145238493
dgkh	0	0	0	0	0	0	0	0	0
dgkh_1	0	0	1.20854781355237	0.186422429543029	0	0	0.13225288681855	0.972602988878206	0.399878663524781
dgkh_2	0	0	1.20854781355237	0.559267288629088	0.137814029633195	0.312380422051203	0.396758660455649	0.972602988878206	0.399878663524781
dgki	0	0	0	0	0	0	0	0	0
dgkq	0	0.651975029222616	0.436580408897511	1.17851908140136	0.348491249697064	0.394959221318997	1.33771500408517	0.98377104843504	0.252793956373395
dgkza	0	0	0	0	0	0	0	0	0
dgkzb	0	0	0	0	0	0	0	0	0
dguok	0	0	0	0	0	0	0	0	0
dguok_1	0	39.183072002431	42.5879000317787	27.5911525857114	42.2005745070341	37.4649667132751	38.0228172293372	34.7462004957134	36.7345241527994
dguok_2	0	36.7191012651011	40.9801999722325	37.6119080437423	44.6279604386805	38.1326111141489	36.3245644668938	35.2882087477455	28.1356251528781
dharma	0	0	0	0	0	0	0	0	0
dhcr24	0	0	0	0	0	0	0	0	0
dhcr7	0	0	0	0	0	0	0	0	0
dhdds	0	0	0	0	0	0	0	0	0
dhdhl	0	0	0	0	0	0	0	0	0
dhfr	0	0	0	0	0	0	0	0	0
dhh	0	0	0	0	0	0	0	0	0
dhodh	0	0	0	0	0	0	0	0	0
dhps	0	0	0	0	0	0	0	0	0
dhrs1	0	0	0	0	0	0	0	0	0
dhrs1_1	0	184.148653025715	269.688002587497	221.313336515966	179.359038280399	168.760969332906	105.409271978272	135.473315604312	117.61358969491
dhrs11a	0	0	0	0	0	0	0	0	0
dhrs11a_1	0	0.965415191814131	3.10304909463029	5.02588182247844	0.619236133150052	0.526354007110939	1.63418309250455	7.86630829928578	4.49191054766626
dhrs11b	0	0	0	0	0	0	0	0	0
dhrs12	0	0	0	0	0	0	0	0	0
dhrs13a.1	0	0	0	0	0	0	0	0	0
dhrs13a.2	0	0	0	0	0	0	0	0	0
dhrs13a.3	0	0	0	0	0	0	0	0	0
dhrs13b	0	0	0	0	0	0	0	0	0
dhrs13b_1	0	26.7913442563886	31.0292595776146	26.0920383291844	25.4260322100406	21.3638458166637	21.6655419634845	21.3472461730353	32.117873417488
dhrs13l1	0	0	0	0	0	0	0	0	0
dhrs3a	0	0	0	0	0	0	0	0	0
dhrs3a_1	0	483.610085647715	227.230094482251	746.02375390089	536.273837928346	243.577763145293	183.750882665003	95.6433916141168	215.234319007768
dhrs3b	0	0	0	0	0	0	0	0	0
dhrs4	0	0	0	0	0	0	0	0	0
dhrs7	0	0	0	0	0	0	0	0	0
dhrs7b	0	0	0	0	0	0	0	0	0
dhrs7ca	0	0	0	0	0	0	0	0	0
dhrs7cb	0	0	0	0	0	0	0	0	0
dhrs9	0	0	0	0	0	0	0	0	0
dhrsx	0	0	0	0	0	0	0	0	0
dhtkd1	0	0	0	0	0	0	0	0	0
dhtkd1_1	0	36.433284084924	35.6709748888336	60.6685506605161	25.3754499178455	53.505159469283	21.3783400442523	102.036028948594	77.6956553254352
dhx15	0	0	0	0	0	0	0	0	0
dhx16	0	0	0	0	0	0	0	0	0
dhx29	0	0	0	0	0	0	0	0	0
dhx30	0	0	0	0	0	0	0	0	0
dhx32a	0	0	0	0	0	0	0	0	0
dhx32b	0	0	0	0	0	0	0	0	0
dhx33	0	0	0	0	0	0	0	0	0
dhx34	0	0	0	0	0	0	0	0	0
dhx36	0	0	0	0	0	0	0	0	0
dhx37	0	0	0	0	0	0	0	0	0
dhx38	0	0	0	0	0	0	0	0	0
dhx40	0	0	0	0	0	0	0	0	0
dhx40_1	0	13.3417660029299	23.7563538521123	26.9669234172068	12.1557797264491	13.2255711082523	16.7979793426716	39.1191881033731	32.4493087309581
dhx57	0	0	0	0	0	0	0	0	0
dhx57_1	0	48.7828340968199	34.6620192583247	37.5972273614458	28.4228257181205	41.9050654695901	42.2414275111706	44.2008197666912	37.5864092420206
dhx57_2	0	7.97307939963449	10.7940515218949	18.5479373441886	6.94848998787965	13.6500079759778	3.82304453637305	19.2228895865584	17.742217897498
dhx57_3	0	24.3536407360291	26.7176446954837	31.0564270399605	18.3444288540108	24.6169520369983	20.412214506865	38.3624106043545	32.6551280237841
dhx58	0	0	0	0	0	0	0	0	0
dhx8	0	0	0	0	0	0	0	0	0
dhx8_1	0	66.38517531377	71.5760930146511	93.0619763306136	60.1738400546665	77.8294558546952	57.1503579912396	108.224759105298	106.1995814477
dhx9	0	0	0	0	0	0	0	0	0
dia1a	0	0	0	0	0	0	0	0	0
dia1b	0	0	0	0	0	0	0	0	0
diabloa	0	0	0	0	0	0	0	0	0
diablob	0	0	0	0	0	0	0	0	0
diaph2	0	0	0	0	0	0	0	0	0
diaph2_1	0	2.44009544585087	4.49337628638022	5.73397536535419	0.978203006085914	2.95636536382815	1.56455008963621	10.5854113254721	5.67667184205663
diaph3	0	0	0	0	0	0	0	0	0
dicer1	0	0	0	0	0	0	0	0	0
dicer1_1	0	7.67859063062566	6.99188072561956	11.4801262392967	6.27157195353263	8.99889900824003	9.27621748145308	16.242469914266	17.0288328862028
dicp1.1	0	0	0	0	0	0	0	0	0
dicp1.17	0	0	0	0	0	0	0	0	0
dicp1.19	0	0	0	0	0	0	0	0	0
dicp1.5-6	0	0	0	0	0	0	0	0	0
dicp1.7	0	0	0	0	0	0	0	0	0
dicp2.1	0	0	0	0	0	0	0	0	0
dicp2.2	0	0	0	0	0	0	0	0	0
dicp3.1	0	0	0	0	0	0	0	0	0
dicp3.3	0	0	0	0	0	0	0	0	0
dicp3.3_1	0	1.89872378744666	109.979357851853	47.1921915117885	16.3652419313988	6.03868520055251	1.58266063729759	10.2065681408893	7.91418102739033
dido1	0	0	0	0	0	0	0	0	0
diexf	0	0	0	0	0	0	0	0	0
dimt1l	0	0	0	0	0	0	0	0	0
dio1	0	0	0	0	0	0	0	0	0
dio2	0	0	0	0	0	0	0	0	0
dio3a	0	0	0	0	0	0	0	0	0
dio3b	0	0	0	0	0	0	0	0	0
dip2a	0	0	0	0	0	0	0	0	0
dip2ba	0	0	0	0	0	0	0	0	0
dip2bb	0	0	0	0	0	0	0	0	0
dip2bb_1	0	0.110919381883523	0.334236007777759	0.360898936214037	0.266796955773553	0.503952959097256	0.597405730571764	1.06696630575117	1.16119973842102
dip2bb_2	0	0.222951547209891	0.447883461555051	0.604515451139532	0.223446048046055	0.506480878471368	0.600402425984018	1.07231840210688	0.842851047099321
dip2ca	0	0	0	0	0	0	0	0	0
dip2ca_1	0	4.05063937196803	6.31159156644122	3.94261094773046	3.16442453931165	3.91669383089256	5.43415208579449	6.8172827139027	7.30922492432858
dip2cb	0	0	0	0	0	0	0	0	0
dip2cb_1	0	1.90218084756386	5.73188672497915	3.58790443029273	1.85666766645327	3.60726261199872	2.22718306877625	7.76830733954812	4.81006507625247
diras1a	0	0	0	0	0	0	0	0	0
diras1b	0	0	0	0	0	0	0	0	0
diras2	0	0	0	0	0	0	0	0	0
dirc2	0	0	0	0	0	0	0	0	0
dis3	0	0	0	0	0	0	0	0	0
dis3_1	0	65.2163863453641	51.7930113595052	70.3899265734801	44.4581336961096	64.795889995705	55.9966786990155	103.991423231581	95.527599117723
dis3l	0	0	0	0	0	0	0	0	0
dis3l_1	0	18.6643650564263	24.9309087685176	23.5282558395856	13.7110298418047	22.4653365312092	17.8945471982641	29.305562738931	28.5305769173928
dis3l2	0	0	0	0	0	0	0	0	0
disc1	0	0	0	0	0	0	0	0	0
disp1	0	0	0	0	0	0	0	0	0
disp2	0	0	0	0	0	0	0	0	0
dixdc1a	0	0	0	0	0	0	0	0	0
dixdc1b	0	0	0	0	0	0	0	0	0
dkc1	0	0	0	0	0	0	0	0	0
dkk1a	0	0	0	0	0	0	0	0	0
dkk1b	0	0	0	0	0	0	0	0	0
dkk1b_1	0	0	0.411403060703065	0	0	0	0	0	0
dkk2	0	0	0	0	0	0	0	0	0
dkk3a	0	0	0	0	0	0	0	0	0
dkk3b	0	0	0	0	0	0	0	0	0
dla	0	0	0	0	0	0	0	0	0
dlat	0	0	0	0	0	0	0	0	0
dlb	0	0	0	0	0	0	0	0	0
dlc	0	0	0	0	0	0	0	0	0
dlc_1	0	0.483249355273964	0.0970791172983384	0.733763704160947	0.309965561599241	0.439120626957499	0.743644178407333	1.64065352669354	1.34908559209371
dlc1	0	0	0	0	0	0	0	0	0
dld	0	0	0	0	0	0	0	0	0
dldh	0	0	0	0	0	0	0	0	0
dlec1	0	0	0	0	0	0	0	0	0
dlg1	0	0	0	0	0	0	0	0	0
dlg1_1	0	5.89584265274704	10.7673228439194	18.2144769645216	8.73803850543585	10.877254799785	5.49864699552642	22.8472917051294	31.380934413188
dlg1_2	0	3.52689563589708	5.31383919191381	10.8379510745255	5.65554912051038	4.27310829891202	2.2613889520851	15.9652946597564	15.7262861426487
dlg1l	0	0	0	0	0	0	0	0	0
dlg2	0	0	0	0	0	0	0	0	0
dlg3	0	0	0	0	0	0	0	0	0
dlg3_1	0	61.8320948678684	50.5196345232273	61.4309978107426	45.6445050711519	66.3537443981006	60.9331480338488	76.8933538874965	90.5753295629557
dlg4	0	0	0	0	0	0	0	0	0
dlg4b	0	0	0	0	0	0	0	0	0
dlg5a	0	0	0	0	0	0	0	0	0
dlg5b.1	0	0	0	0	0	0	0	0	0
dlgap1a	0	0	0	0	0	0	0	0	0
dlgap1b	0	0	0	0	0	0	0	0	0
dlgap2a	0	0	0	0	0	0	0	0	0
dlgap2a_1	0	0	0	0	0	0	0	0.0459584152254639	0.0944773451666661
dlgap3	0	0	0	0	0	0	0	0	0
dlgap4a	0	0	0	0	0	0	0	0	0
dlgap4b	0	0	0	0	0	0	0	0	0
dlgap5	0	0	0	0	0	0	0	0	0
dlgap5_1	0	52.7531428576706	63.7645377226235	55.0324818809606	41.4000141816465	27.9287557742404	55.2084140455444	68.8065175861963	73.8433948876832
dlk1	0	0	0	0	0	0	0	0	0
dlk2	0	0	0	0	0	0	0	0	0
dll4	0	0	0	0	0	0	0	0	0
dlst	0	0	0	0	0	0	0	0	0
dlst_1	0	718.586704457066	454.330268956223	660.784559208759	567.334861588168	662.619159111699	649.271818250714	837.458640172874	752.363733359206
dlx1a	0	0	0	0	0	0	0	0	0
dlx2a	0	0	0	0	0	0	0	0	0
dlx2b	0	0	0	0	0	0	0	0	0
dlx2b_1	0	0	0	0	0	0	0	0	0
dlx3b	0	0	0	0	0	0	0	0	0
dlx4a	0	0	0	0	0	0	0	0	0
dlx4b	0	0	0	0	0	0	0	0	0
dlx5a	0	0	0	0	0	0	0	0	0
dlx6a	0	0	0	0	0	0	0	0	0
dmap1	0	0	0	0	0	0	0	0	0
dmbx1a	0	0	0	0	0	0	0	0	0
dmbx1b	0	0	0	0	0	0	0	0	0
dmc1	0	0	0	0	0	0	0	0	0
dmc1_1	0	0	0.267380196330199	0	0.213430691951255	0.483779262589344	0.409636453144317	0.301251373989478	0
dmd	0	0	0	0	0	0	0	0	0
dmd_1	0	0	0	0	0	0	0	0	0
dmgdh	0	0	0	0	0	0	0	0	0
dmpk	0	0	0	0	0	0	0	0	0
dmrt1	0	0	0	0	0	0	0	0	0
